id,date,terminal,hour,wait_time_minutes
2292,2024-01-23,C,19,36.9
2293,2024-01-23,C,20,16.9
2294,2024-01-23,C,21,14.6
2295,2024-01-23,C,22,13.1
2296,2024-01-23,D,6,12.5
2297,2024-01-23,D,7,55.0
2298,2024-01-23,D,8,48.5
2299,2024-01-23,D,9,45.6
2300,2024-01-23,D,10,17.7
2301,2024-01-23,D,11,12.3
2302,2024-01-23,D,12,15.4
2303,2024-01-23,D,13,24.1
2304,2024-01-23,D,14,13.7
2305,2024-01-23,D,15,12.5
2306,2024-01-23,D,16,31.4
2307,2024-01-23,D,17,34.9
2308,2024-01-23,D,18,32.0
2309,2024-01-23,D,19,33.0
2310,2024-01-23,D,20,16.4
2311,2024-01-23,D,21,14.5
2312,2024-01-23,D,22,11.9
2313,2024-01-23,E,6,14.0
2314,2024-01-23,E,7,37.4
2315,2024-01-23,E,8,48.8
2316,2024-01-23,E,9,44.4
2317,2024-01-23,E,10,20.8
2318,2024-01-23,E,11,11.7
2319,2024-01-23,E,12,17.1
2320,2024-01-23,E,13,15.6
2321,2024-01-23,E,14,11.6
2322,2024-01-23,E,15,16.4
2323,2024-01-23,E,16,37.7
2324,2024-01-23,E,17,32.1
2325,2024-01-23,E,18,27.0
2326,2024-01-23,E,19,41.1
2327,2024-01-23,E,20,18.6
2328,2024-01-23,E,21,12.5
2329,2024-01-23,E,22,9.7
2330,2024-01-23,F,6,10.6
2331,2024-01-23,F,7,46.0
2332,2024-01-23,F,8,42.4
2333,2024-01-23,F,9,34.3
2334,2024-01-23,F,10,13.1
2335,2024-01-23,F,11,11.7
2336,2024-01-23,F,12,15.0
2337,2024-01-23,F,13,19.2
2338,2024-01-23,F,14,15.9
2339,2024-01-23,F,15,19.3
2340,2024-01-23,F,16,44.7
2341,2024-01-23,F,17,40.5
2342,2024-01-23,F,18,40.2
2343,2024-01-23,F,19,37.3
2344,2024-01-23,F,20,18.6
2345,2024-01-23,F,21,14.3
2346,2024-01-23,F,22,12.8
2347,2024-01-24,A,6,12.5
2348,2024-01-24,A,7,30.6
2349,2024-01-24,A,8,39.0
2350,2024-01-24,A,9,34.1
2351,2024-01-24,A,10,11.8
2352,2024-01-24,A,11,18.1
2353,2024-01-24,A,12,14.1
2354,2024-01-24,A,13,15.0
2355,2024-01-24,A,14,19.3
2356,2024-01-24,A,15,21.9
2357,2024-01-24,A,16,31.1
2358,2024-01-24,A,17,35.5
2359,2024-01-24,A,18,25.8
2360,2024-01-24,A,19,35.8
2361,2024-01-24,A,20,20.8
2362,2024-01-24,A,21,21.8
2363,2024-01-24,A,22,17.6
2364,2024-01-24,B,6,19.7
2365,2024-01-24,B,7,36.8
2366,2024-01-24,B,8,45.2
2367,2024-01-24,B,9,49.6
2368,2024-01-24,B,10,12.6
2369,2024-01-24,B,11,11.3
2370,2024-01-24,B,12,12.7
2371,2024-01-24,B,13,14.6
2372,2024-01-24,B,14,10.6
2373,2024-01-24,B,15,15.0
2374,2024-01-24,B,16,37.3
2375,2024-01-24,B,17,39.2
2376,2024-01-24,B,18,32.9
2377,2024-01-24,B,19,29.9
2378,2024-01-24,B,20,17.2
2379,2024-01-24,B,21,16.1
2380,2024-01-24,B,22,17.4
2381,2024-01-24,C,6,12.7
2382,2024-01-24,C,7,51.4
2383,2024-01-24,C,8,26.4
2384,2024-01-24,C,9,35.4
2385,2024-01-24,C,10,15.7
2386,2024-01-24,C,11,19.1
2387,2024-01-24,C,12,20.8
2388,2024-01-24,C,13,20.1
2389,2024-01-24,C,14,15.9
2390,2024-01-24,C,15,15.0
2391,2024-01-24,C,16,29.4
2392,2024-01-24,C,17,34.5
2393,2024-01-24,C,18,36.2
2394,2024-01-24,C,19,43.6
2395,2024-01-24,C,20,19.2
2396,2024-01-24,C,21,15.8
2397,2024-01-24,C,22,10.5
2398,2024-01-24,D,6,14.1
2399,2024-01-24,D,7,49.0
2400,2024-01-24,D,8,42.8
2401,2024-01-24,D,9,34.9
2402,2024-01-24,D,10,12.0
2403,2024-01-24,D,11,22.4
2404,2024-01-24,D,12,19.2
2405,2024-01-24,D,13,15.3
2406,2024-01-24,D,14,19.5
2407,2024-01-24,D,15,21.3
2408,2024-01-24,D,16,29.2
2409,2024-01-24,D,17,36.9
2410,2024-01-24,D,18,40.4
2411,2024-01-24,D,19,36.3
2412,2024-01-24,D,20,22.3
2413,2024-01-24,D,21,15.5
2414,2024-01-24,D,22,18.0
2415,2024-01-24,E,6,11.1
2416,2024-01-24,E,7,31.1
2417,2024-01-24,E,8,43.0
2418,2024-01-24,E,9,48.2
2419,2024-01-24,E,10,19.3
2420,2024-01-24,E,11,15.7
2421,2024-01-24,E,12,9.4
2422,2024-01-24,E,13,16.0
2423,2024-01-24,E,14,13.5
2424,2024-01-24,E,15,17.4
2425,2024-01-24,E,16,34.9
2426,2024-01-24,E,17,34.1
2427,2024-01-24,E,18,36.9
2428,2024-01-24,E,19,34.6
2429,2024-01-24,E,20,14.1
2430,2024-01-24,E,21,18.9
2431,2024-01-24,E,22,20.9
2432,2024-01-24,F,6,17.6
2433,2024-01-24,F,7,37.0
2434,2024-01-24,F,8,31.1
2435,2024-01-24,F,9,42.9
2436,2024-01-24,F,10,10.8
2437,2024-01-24,F,11,22.5
2438,2024-01-24,F,12,16.3
2439,2024-01-24,F,13,9.4
2440,2024-01-24,F,14,15.4
2441,2024-01-24,F,15,20.6
2442,2024-01-24,F,16,34.3
2443,2024-01-24,F,17,34.9
2444,2024-01-24,F,18,33.3
2445,2024-01-24,F,19,29.8
2446,2024-01-24,F,20,23.8
2447,2024-01-24,F,21,17.4
2448,2024-01-24,F,22,20.7
2449,2024-01-25,A,6,25.9
2450,2024-01-25,A,7,49.5
2451,2024-01-25,A,8,50.0
2452,2024-01-25,A,9,55.8
2453,2024-01-25,A,10,14.1
2454,2024-01-25,A,11,21.0
2455,2024-01-25,A,12,26.5
2456,2024-01-25,A,13,24.6
2457,2024-01-25,A,14,19.3
2458,2024-01-25,A,15,21.2
2459,2024-01-25,A,16,43.5
2460,2024-01-25,A,17,30.6
2461,2024-01-25,A,18,54.1
2462,2024-01-25,A,19,53.4
2463,2024-01-25,A,20,17.1
2464,2024-01-25,A,21,16.8
2465,2024-01-25,A,22,21.7
2466,2024-01-25,B,6,20.3
2467,2024-01-25,B,7,48.8
2468,2024-01-25,B,8,52.4
2469,2024-01-25,B,9,41.7
2470,2024-01-25,B,10,31.7
2471,2024-01-25,B,11,23.5
2472,2024-01-25,B,12,22.8
2473,2024-01-25,B,13,24.2
2474,2024-01-25,B,14,11.6
2475,2024-01-25,B,15,24.5
2476,2024-01-25,B,16,52.8
2477,2024-01-25,B,17,57.9
2478,2024-01-25,B,18,59.6
2479,2024-01-25,B,19,60.2
2480,2024-01-25,B,20,17.8
2481,2024-01-25,B,21,20.0
2482,2024-01-25,B,22,29.6
2483,2024-01-25,C,6,12.5
2484,2024-01-25,C,7,58.2
2485,2024-01-25,C,8,57.6
2486,2024-01-25,C,9,35.2
2487,2024-01-25,C,10,20.8
2488,2024-01-25,C,11,22.5
2489,2024-01-25,C,12,15.1
2490,2024-01-25,C,13,15.7
2491,2024-01-25,C,14,27.6
2492,2024-01-25,C,15,27.9
2493,2024-01-25,C,16,40.0
2494,2024-01-25,C,17,28.0
2495,2024-01-25,C,18,51.3
2496,2024-01-25,C,19,76.0
2497,2024-01-25,C,20,22.1
2498,2024-01-25,C,21,16.4
2499,2024-01-25,C,22,17.6
2500,2024-01-25,D,6,21.8
2501,2024-01-25,D,7,58.5
2502,2024-01-25,D,8,56.9
2503,2024-01-25,D,9,47.6
2504,2024-01-25,D,10,19.5
2505,2024-01-25,D,11,18.2
2506,2024-01-25,D,12,12.8
2507,2024-01-25,D,13,29.6
2508,2024-01-25,D,14,20.7
2509,2024-01-25,D,15,27.8
2510,2024-01-25,D,16,43.0
2511,2024-01-25,D,17,48.8
2512,2024-01-25,D,18,49.0
2513,2024-01-25,D,19,47.7
2514,2024-01-25,D,20,20.5
2515,2024-01-25,D,21,21.4
2516,2024-01-25,D,22,21.0
2517,2024-01-25,E,6,17.9
2518,2024-01-25,E,7,37.3
2519,2024-01-25,E,8,60.4
2520,2024-01-25,E,9,61.1
2521,2024-01-25,E,10,13.4
2522,2024-01-25,E,11,30.9
2523,2024-01-25,E,12,26.6
2524,2024-01-25,E,13,12.2
2525,2024-01-25,E,14,20.1
2526,2024-01-25,E,15,22.6
2527,2024-01-25,E,16,49.1
2528,2024-01-25,E,17,41.8
2529,2024-01-25,E,18,35.8
2530,2024-01-25,E,19,60.9
2531,2024-01-25,E,20,15.2
2532,2024-01-25,E,21,10.9
2533,2024-01-25,E,22,13.0
2534,2024-01-25,F,6,22.1
2535,2024-01-25,F,7,43.7
2536,2024-01-25,F,8,40.4
2537,2024-01-25,F,9,68.2
2538,2024-01-25,F,10,20.5
2539,2024-01-25,F,11,8.9
2540,2024-01-25,F,12,21.5
2541,2024-01-25,F,13,11.6
2542,2024-01-25,F,14,12.5
2543,2024-01-25,F,15,20.7
2544,2024-01-25,F,16,42.7
2545,2024-01-25,F,17,56.4
2546,2024-01-25,F,18,54.6
2547,2024-01-25,F,19,59.3
2548,2024-01-25,F,20,14.5
2549,2024-01-25,F,21,15.6
2550,2024-01-25,F,22,24.1
2551,2024-01-26,A,6,25.5
2552,2024-01-26,A,7,41.0
2553,2024-01-26,A,8,46.3
2554,2024-01-26,A,9,46.7
2555,2024-01-26,A,10,19.0
2556,2024-01-26,A,11,13.7
2557,2024-01-26,A,12,11.0
2558,2024-01-26,A,13,11.6
2559,2024-01-26,A,14,17.8
2560,2024-01-26,A,15,10.0
2561,2024-01-26,A,16,38.5
2562,2024-01-26,A,17,38.8
2563,2024-01-26,A,18,52.5
2564,2024-01-26,A,19,36.0
2565,2024-01-26,A,20,13.7
2566,2024-01-26,A,21,16.4
2567,2024-01-26,A,22,14.1
2568,2024-01-26,B,6,12.5
2569,2024-01-26,B,7,35.9
2570,2024-01-26,B,8,45.8
2571,2024-01-26,B,9,41.1
2572,2024-01-26,B,10,16.0
2573,2024-01-26,B,11,10.2
2574,2024-01-26,B,12,18.1
2575,2024-01-26,B,13,13.9
2576,2024-01-26,B,14,5.0
2577,2024-01-26,B,15,18.6
2578,2024-01-26,B,16,36.9
2579,2024-01-26,B,17,27.0
2580,2024-01-26,B,18,31.8
2581,2024-01-26,B,19,27.4
2582,2024-01-26,B,20,12.9
2583,2024-01-26,B,21,23.1
2584,2024-01-26,B,22,15.6
2585,2024-01-26,C,6,15.1
2586,2024-01-26,C,7,59.1
2587,2024-01-26,C,8,49.0
2588,2024-01-26,C,9,38.8
2589,2024-01-26,C,10,10.5
2590,2024-01-26,C,11,25.9
2591,2024-01-26,C,12,15.4
2592,2024-01-26,C,13,16.5
2593,2024-01-26,C,14,14.1
2594,2024-01-26,C,15,16.0
2595,2024-01-26,C,16,41.6
2596,2024-01-26,C,17,25.5
2597,2024-01-26,C,18,36.9
2598,2024-01-26,C,19,38.7
2599,2024-01-26,C,20,27.9
2600,2024-01-26,C,21,23.7
2601,2024-01-26,C,22,6.2
2602,2024-01-26,D,6,11.1
2603,2024-01-26,D,7,25.9
2604,2024-01-26,D,8,38.9
2605,2024-01-26,D,9,33.2
2606,2024-01-26,D,10,19.0
2607,2024-01-26,D,11,14.1
2608,2024-01-26,D,12,20.2
2609,2024-01-26,D,13,15.4
2610,2024-01-26,D,14,15.5
2611,2024-01-26,D,15,20.5
2612,2024-01-26,D,16,44.2
2613,2024-01-26,D,17,28.7
2614,2024-01-26,D,18,31.4
2615,2024-01-26,D,19,38.6
2616,2024-01-26,D,20,21.9
2617,2024-01-26,D,21,15.9
2618,2024-01-26,D,22,18.5
2619,2024-01-26,E,6,18.9
2620,2024-01-26,E,7,42.3
2621,2024-01-26,E,8,50.2
2622,2024-01-26,E,9,31.4
2623,2024-01-26,E,10,22.4
2624,2024-01-26,E,11,17.5
2625,2024-01-26,E,12,18.5
2626,2024-01-26,E,13,16.4
2627,2024-01-26,E,14,16.5
2628,2024-01-26,E,15,20.1
2629,2024-01-26,E,16,49.1
2630,2024-01-26,E,17,37.7
2631,2024-01-26,E,18,34.1
2632,2024-01-26,E,19,44.2
2633,2024-01-26,E,20,18.7
2634,2024-01-26,E,21,14.3
2635,2024-01-26,E,22,12.1
2636,2024-01-26,F,6,9.1
2637,2024-01-26,F,7,39.0
2638,2024-01-26,F,8,29.7
2639,2024-01-26,F,9,46.6
2640,2024-01-26,F,10,20.0
2641,2024-01-26,F,11,22.1
2642,2024-01-26,F,12,14.4
2643,2024-01-26,F,13,14.8
2644,2024-01-26,F,14,25.4
2645,2024-01-26,F,15,11.6
2646,2024-01-26,F,16,26.8
2647,2024-01-26,F,17,52.1
2648,2024-01-26,F,18,41.2
2649,2024-01-26,F,19,34.3
2650,2024-01-26,F,20,14.4
2651,2024-01-26,F,21,16.7
2652,2024-01-26,F,22,15.8
2653,2024-01-27,A,6,21.7
2654,2024-01-27,A,7,57.3
2655,2024-01-27,A,8,44.1
2656,2024-01-27,A,9,44.7
2657,2024-01-27,A,10,14.3
2658,2024-01-27,A,11,20.8
2659,2024-01-27,A,12,17.9
2660,2024-01-27,A,13,26.4
2661,2024-01-27,A,14,24.3
2662,2024-01-27,A,15,17.8
2663,2024-01-27,A,16,56.4
2664,2024-01-27,A,17,39.6
2665,2024-01-27,A,18,41.7
2666,2024-01-27,A,19,44.9
2667,2024-01-27,A,20,24.7
2668,2024-01-27,A,21,20.6
2669,2024-01-27,A,22,16.5
2670,2024-01-27,B,6,13.6
2671,2024-01-27,B,7,39.6
2672,2024-01-27,B,8,35.0
2673,2024-01-27,B,9,68.5
2674,2024-01-27,B,10,17.8
2675,2024-01-27,B,11,22.3
2676,2024-01-27,B,12,20.8
2677,2024-01-27,B,13,26.1
2678,2024-01-27,B,14,22.0
2679,2024-01-27,B,15,24.4
2680,2024-01-27,B,16,51.5
2681,2024-01-27,B,17,44.7
2682,2024-01-27,B,18,46.3
2683,2024-01-27,B,19,49.6
2684,2024-01-27,B,20,23.4
2685,2024-01-27,B,21,24.8
2686,2024-01-27,B,22,20.6
2687,2024-01-27,C,6,23.8
2688,2024-01-27,C,7,51.3
2689,2024-01-27,C,8,50.3
2690,2024-01-27,C,9,53.9
2691,2024-01-27,C,10,17.0
2692,2024-01-27,C,11,20.8
2693,2024-01-27,C,12,19.6
2694,2024-01-27,C,13,19.2
2695,2024-01-27,C,14,29.5
2696,2024-01-27,C,15,25.4
2697,2024-01-27,C,16,61.1
2698,2024-01-27,C,17,39.8
2699,2024-01-27,C,18,47.8
2700,2024-01-27,C,19,63.0
2701,2024-01-27,C,20,14.7
2702,2024-01-27,C,21,18.1
2703,2024-01-27,C,22,25.4
2704,2024-01-27,D,6,22.5
2705,2024-01-27,D,7,44.5
2706,2024-01-27,D,8,42.6
2707,2024-01-27,D,9,55.8
2708,2024-01-27,D,10,14.9
2709,2024-01-27,D,11,15.6
2710,2024-01-27,D,12,20.6
2711,2024-01-27,D,13,21.5
2712,2024-01-27,D,14,15.5
2713,2024-01-27,D,15,23.8
2714,2024-01-27,D,16,36.5
2715,2024-01-27,D,17,44.0
2716,2024-01-27,D,18,45.2
2717,2024-01-27,D,19,45.5
2718,2024-01-27,D,20,18.6
2719,2024-01-27,D,21,21.7
2720,2024-01-27,D,22,15.1
2721,2024-01-27,E,6,21.4
2722,2024-01-27,E,7,42.3
2723,2024-01-27,E,8,51.1
2724,2024-01-27,E,9,45.4
2725,2024-01-27,E,10,20.8
2726,2024-01-27,E,11,23.6
2727,2024-01-27,E,12,21.2
2728,2024-01-27,E,13,16.8
2729,2024-01-27,E,14,28.1
2730,2024-01-27,E,15,22.0
2731,2024-01-27,E,16,34.1
2732,2024-01-27,E,17,40.3
2733,2024-01-27,E,18,41.5
2734,2024-01-27,E,19,39.3
2735,2024-01-27,E,20,13.6
2736,2024-01-27,E,21,25.9
2737,2024-01-27,E,22,26.2
2738,2024-01-27,F,6,17.7
2739,2024-01-27,F,7,39.7
2740,2024-01-27,F,8,49.7
2741,2024-01-27,F,9,74.9
2742,2024-01-27,F,10,21.4
2743,2024-01-27,F,11,14.4
2744,2024-01-27,F,12,24.5
2745,2024-01-27,F,13,26.2
2746,2024-01-27,F,14,31.1
2747,2024-01-27,F,15,14.9
2748,2024-01-27,F,16,39.6
2749,2024-01-27,F,17,48.8
2750,2024-01-27,F,18,47.3
2751,2024-01-27,F,19,50.6
2752,2024-01-27,F,20,20.4
2753,2024-01-27,F,21,15.5
2754,2024-01-27,F,22,22.5
2755,2024-01-28,A,6,22.5
2756,2024-01-28,A,7,53.8
2757,2024-01-28,A,8,42.7
2758,2024-01-28,A,9,55.9
2759,2024-01-28,A,10,19.1
2760,2024-01-28,A,11,24.0
2761,2024-01-28,A,12,17.1
2762,2024-01-28,A,13,20.2
2763,2024-01-28,A,14,28.2
2764,2024-01-28,A,15,19.8
2765,2024-01-28,A,16,50.1
2766,2024-01-28,A,17,28.7
2767,2024-01-28,A,18,46.1
2768,2024-01-28,A,19,49.0
2769,2024-01-28,A,20,22.5
2770,2024-01-28,A,21,18.7
2771,2024-01-28,A,22,15.6
2772,2024-01-28,B,6,17.6
2773,2024-01-28,B,7,66.6
2774,2024-01-28,B,8,43.8
2775,2024-01-28,B,9,48.4
2776,2024-01-28,B,10,21.3
2777,2024-01-28,B,11,13.6
2778,2024-01-28,B,12,16.3
2779,2024-01-28,B,13,24.6
2780,2024-01-28,B,14,24.5
2781,2024-01-28,B,15,21.4
2782,2024-01-28,B,16,27.7
2783,2024-01-28,B,17,42.1
2784,2024-01-28,B,18,47.4
2785,2024-01-28,B,19,25.5
2786,2024-01-28,B,20,24.0
2787,2024-01-28,B,21,21.9
2788,2024-01-28,B,22,16.3
2789,2024-01-28,C,6,18.2
2790,2024-01-28,C,7,62.2
2791,2024-01-28,C,8,89.7
2792,2024-01-28,C,9,42.3
2793,2024-01-28,C,10,19.8
2794,2024-01-28,C,11,21.8
2795,2024-01-28,C,12,22.2
2796,2024-01-28,C,13,22.9
2797,2024-01-28,C,14,20.7
2798,2024-01-28,C,15,17.8
2799,2024-01-28,C,16,39.9
2800,2024-01-28,C,17,41.1
2801,2024-01-28,C,18,42.9
2802,2024-01-28,C,19,62.9
2803,2024-01-28,C,20,17.0
2804,2024-01-28,C,21,23.7
2805,2024-01-28,C,22,16.2
2806,2024-01-28,D,6,24.6
2807,2024-01-28,D,7,48.1
2808,2024-01-28,D,8,56.5
2809,2024-01-28,D,9,56.4
2810,2024-01-28,D,10,14.4
2811,2024-01-28,D,11,23.9
2812,2024-01-28,D,12,18.3
2813,2024-01-28,D,13,15.6
2814,2024-01-28,D,14,20.7
2815,2024-01-28,D,15,18.1
2816,2024-01-28,D,16,58.8
2817,2024-01-28,D,17,45.8
2818,2024-01-28,D,18,42.3
2819,2024-01-28,D,19,36.0
2820,2024-01-28,D,20,10.7
2821,2024-01-28,D,21,29.3
2822,2024-01-28,D,22,18.6
2823,2024-01-28,E,6,18.0
2824,2024-01-28,E,7,35.9
2825,2024-01-28,E,8,45.5
2826,2024-01-28,E,9,59.2
2827,2024-01-28,E,10,19.9
2828,2024-01-28,E,11,18.4
2829,2024-01-28,E,12,17.2
2830,2024-01-28,E,13,21.7
2831,2024-01-28,E,14,28.6
2832,2024-01-28,E,15,19.7
2833,2024-01-28,E,16,52.2
2834,2024-01-28,E,17,45.4
2835,2024-01-28,E,18,42.7
2836,2024-01-28,E,19,42.6
2837,2024-01-28,E,20,23.5
2838,2024-01-28,E,21,18.7
2839,2024-01-28,E,22,20.4
2840,2024-01-28,F,6,25.5
2841,2024-01-28,F,7,48.3
2842,2024-01-28,F,8,56.2
2843,2024-01-28,F,9,50.2
2844,2024-01-28,F,10,27.8
2845,2024-01-28,F,11,22.6
2846,2024-01-28,F,12,20.4
2847,2024-01-28,F,13,23.9
2848,2024-01-28,F,14,16.8
2849,2024-01-28,F,15,21.5
2850,2024-01-28,F,16,45.4
2851,2024-01-28,F,17,46.1
2852,2024-01-28,F,18,35.2
2853,2024-01-28,F,19,45.1
2854,2024-01-28,F,20,16.8
2855,2024-01-28,F,21,19.7
2856,2024-01-28,F,22,22.5
2857,2024-01-29,A,6,19.3
2858,2024-01-29,A,7,39.8
2859,2024-01-29,A,8,44.7
2860,2024-01-29,A,9,28.1
2861,2024-01-29,A,10,12.2
2862,2024-01-29,A,11,13.0
2863,2024-01-29,A,12,16.7
2864,2024-01-29,A,13,8.6
2865,2024-01-29,A,14,14.7
2866,2024-01-29,A,15,24.0
2867,2024-01-29,A,16,40.7
2868,2024-01-29,A,17,47.4
2869,2024-01-29,A,18,40.8
2870,2024-01-29,A,19,34.6
2871,2024-01-29,A,20,15.4
2872,2024-01-29,A,21,22.0
2873,2024-01-29,A,22,18.8
2874,2024-01-29,B,6,16.5
2875,2024-01-29,B,7,49.4
2876,2024-01-29,B,8,40.4
2877,2024-01-29,B,9,30.6
2878,2024-01-29,B,10,18.8
2879,2024-01-29,B,11,19.2
2880,2024-01-29,B,12,13.1
2881,2024-01-29,B,13,15.3
2882,2024-01-29,B,14,16.4
2883,2024-01-29,B,15,12.7
2884,2024-01-29,B,16,26.6
2885,2024-01-29,B,17,27.8
2886,2024-01-29,B,18,28.7
2887,2024-01-29,B,19,32.8
2888,2024-01-29,B,20,17.6
2889,2024-01-29,B,21,10.8
2890,2024-01-29,B,22,18.3
2891,2024-01-29,C,6,21.2
2892,2024-01-29,C,7,34.9
2893,2024-01-29,C,8,30.1
2894,2024-01-29,C,9,38.5
2895,2024-01-29,C,10,16.7
2896,2024-01-29,C,11,12.2
2897,2024-01-29,C,12,19.2
2898,2024-01-29,C,13,13.6
2899,2024-01-29,C,14,12.0
2900,2024-01-29,C,15,15.8
2901,2024-01-29,C,16,44.8
2902,2024-01-29,C,17,42.4
2903,2024-01-29,C,18,46.3
2904,2024-01-29,C,19,47.6
2905,2024-01-29,C,20,8.1
2906,2024-01-29,C,21,13.6
2907,2024-01-29,C,22,12.8
2908,2024-01-29,D,6,11.7
2909,2024-01-29,D,7,34.7
2910,2024-01-29,D,8,41.7
2911,2024-01-29,D,9,28.9
2912,2024-01-29,D,10,11.2
2913,2024-01-29,D,11,21.5
2914,2024-01-29,D,12,10.1
2915,2024-01-29,D,13,14.9
2916,2024-01-29,D,14,20.6
2917,2024-01-29,D,15,17.6
2918,2024-01-29,D,16,31.0
2919,2024-01-29,D,17,44.4
2920,2024-01-29,D,18,44.6
2921,2024-01-29,D,19,27.3
2922,2024-01-29,D,20,12.9
2923,2024-01-29,D,21,16.7
2924,2024-01-29,D,22,16.1
2925,2024-01-29,E,6,25.7
2926,2024-01-29,E,7,37.8
2927,2024-01-29,E,8,55.0
2928,2024-01-29,E,9,42.5
2929,2024-01-29,E,10,15.9
2930,2024-01-29,E,11,16.6
2931,2024-01-29,E,12,12.9
2932,2024-01-29,E,13,14.1
2933,2024-01-29,E,14,11.9
2934,2024-01-29,E,15,15.9
2935,2024-01-29,E,16,28.6
2936,2024-01-29,E,17,33.2
2937,2024-01-29,E,18,28.0
2938,2024-01-29,E,19,34.4
2939,2024-01-29,E,20,16.4
2940,2024-01-29,E,21,12.1
2941,2024-01-29,E,22,14.0
2942,2024-01-29,F,6,10.8
2943,2024-01-29,F,7,45.5
2944,2024-01-29,F,8,47.8
2945,2024-01-29,F,9,41.2
2946,2024-01-29,F,10,14.7
2947,2024-01-29,F,11,15.9
2948,2024-01-29,F,12,11.6
2949,2024-01-29,F,13,11.7
2950,2024-01-29,F,14,15.8
2951,2024-01-29,F,15,13.3
2952,2024-01-29,F,16,41.4
2953,2024-01-29,F,17,32.8
2954,2024-01-29,F,18,36.7
2955,2024-01-29,F,19,31.3
2956,2024-01-29,F,20,9.0
2957,2024-01-29,F,21,21.3
2958,2024-01-29,F,22,11.0
2959,2024-01-30,A,6,12.2
2960,2024-01-30,A,7,39.9
2961,2024-01-30,A,8,42.1
2962,2024-01-30,A,9,36.2
2963,2024-01-30,A,10,12.8
2964,2024-01-30,A,11,13.0
2965,2024-01-30,A,12,14.7
2966,2024-01-30,A,13,16.2
2967,2024-01-30,A,14,22.9
2968,2024-01-30,A,15,16.8
2969,2024-01-30,A,16,36.2
2970,2024-01-30,A,17,42.3
2971,2024-01-30,A,18,32.1
2972,2024-01-30,A,19,28.1
2973,2024-01-30,A,20,9.5
2974,2024-01-30,A,21,17.6
2975,2024-01-30,A,22,10.4
2976,2024-01-30,B,6,20.4
2977,2024-01-30,B,7,40.7
2978,2024-01-30,B,8,60.2
2979,2024-01-30,B,9,45.8
2980,2024-01-30,B,10,15.2
2981,2024-01-30,B,11,10.6
2982,2024-01-30,B,12,15.2
2983,2024-01-30,B,13,21.7
2984,2024-01-30,B,14,18.4
2985,2024-01-30,B,15,20.4
2986,2024-01-30,B,16,25.4
2987,2024-01-30,B,17,31.9
2988,2024-01-30,B,18,30.6
2989,2024-01-30,B,19,36.1
2990,2024-01-30,B,20,13.0
2991,2024-01-30,B,21,16.4
2992,2024-01-30,B,22,13.6
2993,2024-01-30,C,6,17.3
2994,2024-01-30,C,7,48.4
2995,2024-01-30,C,8,45.0
2996,2024-01-30,C,9,49.0
2997,2024-01-30,C,10,13.3
2998,2024-01-30,C,11,16.2
2999,2024-01-30,C,12,16.3
3000,2024-01-30,C,13,15.3
3001,2024-01-30,C,14,11.5
3002,2024-01-30,C,15,14.6
3003,2024-01-30,C,16,36.2
3004,2024-01-30,C,17,39.9
3005,2024-01-30,C,18,46.0
3006,2024-01-30,C,19,29.4
3007,2024-01-30,C,20,18.0
3008,2024-01-30,C,21,12.5
3009,2024-01-30,C,22,18.3
3010,2024-01-30,D,6,16.3
3011,2024-01-30,D,7,43.1
3012,2024-01-30,D,8,45.5
3013,2024-01-30,D,9,25.9
3014,2024-01-30,D,10,13.7
3015,2024-01-30,D,11,12.1
3016,2024-01-30,D,12,16.6
3017,2024-01-30,D,13,14.4
3018,2024-01-30,D,14,22.5
3019,2024-01-30,D,15,16.1
3020,2024-01-30,D,16,35.8
3021,2024-01-30,D,17,36.1
3022,2024-01-30,D,18,36.5
3023,2024-01-30,D,19,34.8
3024,2024-01-30,D,20,16.7
3025,2024-01-30,D,21,17.9
3026,2024-01-30,D,22,15.9
3027,2024-01-30,E,6,17.0
3028,2024-01-30,E,7,37.5
3029,2024-01-30,E,8,32.0
3030,2024-01-30,E,9,44.5
3031,2024-01-30,E,10,11.7
3032,2024-01-30,E,11,20.3
3033,2024-01-30,E,12,11.7
3034,2024-01-30,E,13,13.5
3035,2024-01-30,E,14,15.6
3036,2024-01-30,E,15,15.2
3037,2024-01-30,E,16,41.8
3038,2024-01-30,E,17,31.9
3039,2024-01-30,E,18,23.8
3040,2024-01-30,E,19,26.8
3041,2024-01-30,E,20,18.4
3042,2024-01-30,E,21,18.9
3043,2024-01-30,E,22,14.1
3044,2024-01-30,F,6,10.1
3045,2024-01-30,F,7,38.7
3046,2024-01-30,F,8,42.2
3047,2024-01-30,F,9,38.7
3048,2024-01-30,F,10,15.5
3049,2024-01-30,F,11,16.8
3050,2024-01-30,F,12,13.7
3051,2024-01-30,F,13,11.3
3052,2024-01-30,F,14,17.5
3053,2024-01-30,F,15,16.6
3054,2024-01-30,F,16,32.4
3055,2024-01-30,F,17,47.1
3056,2024-01-30,F,18,38.1
3057,2024-01-30,F,19,40.1
3058,2024-01-30,F,20,12.0
3059,2024-01-30,F,21,15.4
3060,2024-01-30,F,22,11.2
3061,2024-01-31,A,6,13.8
3062,2024-01-31,A,7,26.1
3063,2024-01-31,A,8,38.9
3064,2024-01-31,A,9,34.9
3065,2024-01-31,A,10,23.3
3066,2024-01-31,A,11,10.6
3067,2024-01-31,A,12,21.7
