id,date,terminal,hour,passenger_count
2059,2024-01-21,B,7,473
2060,2024-01-21,B,8,354
2061,2024-01-21,B,9,412
2062,2024-01-21,B,10,297
2063,2024-01-21,B,11,226
2064,2024-01-21,B,12,281
2065,2024-01-21,B,13,270
2066,2024-01-21,B,14,308
2067,2024-01-21,B,15,205
2068,2024-01-21,B,16,431
2069,2024-01-21,B,17,413
2070,2024-01-21,B,18,384
2071,2024-01-21,B,19,384
2072,2024-01-21,B,20,269
2073,2024-01-21,B,21,285
2074,2024-01-21,B,22,262
2075,2024-01-21,C,6,263
2076,2024-01-21,C,7,448
2077,2024-01-21,C,8,450
2078,2024-01-21,C,9,436
2079,2024-01-21,C,10,239
2080,2024-01-21,C,11,283
2081,2024-01-21,C,12,288
2082,2024-01-21,C,13,208
2083,2024-01-21,C,14,224
2084,2024-01-21,C,15,231
2085,2024-01-21,C,16,413
2086,2024-01-21,C,17,348
2087,2024-01-21,C,18,380
2088,2024-01-21,C,19,360
2089,2024-01-21,C,20,276
2090,2024-01-21,C,21,258
2091,2024-01-21,C,22,241
2092,2024-01-21,D,6,217
2093,2024-01-21,D,7,450
2094,2024-01-21,D,8,445
2095,2024-01-21,D,9,533
2096,2024-01-21,D,10,299
2097,2024-01-21,D,11,232
2098,2024-01-21,D,12,266
2099,2024-01-21,D,13,297
2100,2024-01-21,D,14,232
2101,2024-01-21,D,15,203
2102,2024-01-21,D,16,344
2103,2024-01-21,D,17,466
2104,2024-01-21,D,18,408
2105,2024-01-21,D,19,427
2106,2024-01-21,D,20,237
2107,2024-01-21,D,21,209
2108,2024-01-21,D,22,216
2109,2024-01-21,E,6,206
2110,2024-01-21,E,7,501
2111,2024-01-21,E,8,527
2112,2024-01-21,E,9,469
2113,2024-01-21,E,10,199
2114,2024-01-21,E,11,279
2115,2024-01-21,E,12,310
2116,2024-01-21,E,13,298
2117,2024-01-21,E,14,258
2118,2024-01-21,E,15,250
2119,2024-01-21,E,16,414
2120,2024-01-21,E,17,465
2121,2024-01-21,E,18,446
2122,2024-01-21,E,19,400
2123,2024-01-21,E,20,243
2124,2024-01-21,E,21,240
2125,2024-01-21,E,22,217
2126,2024-01-21,F,6,314
2127,2024-01-21,F,7,436
2128,2024-01-21,F,8,487
2129,2024-01-21,F,9,441
2130,2024-01-21,F,10,240
2131,2024-01-21,F,11,255
2132,2024-01-21,F,12,281
2133,2024-01-21,F,13,249
2134,2024-01-21,F,14,214
2135,2024-01-21,F,15,260
2136,2024-01-21,F,16,385
2137,2024-01-21,F,17,477
2138,2024-01-21,F,18,405
2139,2024-01-21,F,19,389
2140,2024-01-21,F,20,338
2141,2024-01-21,F,21,289
2142,2024-01-21,F,22,224
2143,2024-01-22,A,6,168
2144,2024-01-22,A,7,378
2145,2024-01-22,A,8,361
2146,2024-01-22,A,9,395
2147,2024-01-22,A,10,173
2148,2024-01-22,A,11,228
2149,2024-01-22,A,12,110
2150,2024-01-22,A,13,193
2151,2024-01-22,A,14,175
2152,2024-01-22,A,15,181
2153,2024-01-22,A,16,315
2154,2024-01-22,A,17,365
2155,2024-01-22,A,18,273
2156,2024-01-22,A,19,232
2157,2024-01-22,A,20,158
2158,2024-01-22,A,21,240
2159,2024-01-22,A,22,134
2160,2024-01-22,B,6,177
2161,2024-01-22,B,7,393
2162,2024-01-22,B,8,357
2163,2024-01-22,B,9,405
2164,2024-01-22,B,10,118
2165,2024-01-22,B,11,187
2166,2024-01-22,B,12,253
2167,2024-01-22,B,13,154
2168,2024-01-22,B,14,241
2169,2024-01-22,B,15,190
2170,2024-01-22,B,16,337
2171,2024-01-22,B,17,370
2172,2024-01-22,B,18,337
2173,2024-01-22,B,19,296
2174,2024-01-22,B,20,222
2175,2024-01-22,B,21,173
2176,2024-01-22,B,22,210
2177,2024-01-22,C,6,149
2178,2024-01-22,C,7,361
2179,2024-01-22,C,8,407
2180,2024-01-22,C,9,348
2181,2024-01-22,C,10,243
2182,2024-01-22,C,11,323
2183,2024-01-22,C,12,198
2184,2024-01-22,C,13,224
2185,2024-01-22,C,14,219
2186,2024-01-22,C,15,209
2187,2024-01-22,C,16,351
2188,2024-01-22,C,17,310
2189,2024-01-22,C,18,293
2190,2024-01-22,C,19,258
2191,2024-01-22,C,20,186
2192,2024-01-22,C,21,236
2193,2024-01-22,C,22,162
2194,2024-01-22,D,6,209
2195,2024-01-22,D,7,355
2196,2024-01-22,D,8,335
2197,2024-01-22,D,9,285
2198,2024-01-22,D,10,254
2199,2024-01-22,D,11,220
2200,2024-01-22,D,12,306
2201,2024-01-22,D,13,243
2202,2024-01-22,D,14,253
2203,2024-01-22,D,15,130
2204,2024-01-22,D,16,249
2205,2024-01-22,D,17,321
2206,2024-01-22,D,18,274
2207,2024-01-22,D,19,292
2208,2024-01-22,D,20,301
2209,2024-01-22,D,21,247
2210,2024-01-22,D,22,162
2211,2024-01-22,E,6,105
2212,2024-01-22,E,7,319
2213,2024-01-22,E,8,337
2214,2024-01-22,E,9,347
2215,2024-01-22,E,10,148
2216,2024-01-22,E,11,245
2217,2024-01-22,E,12,171
2218,2024-01-22,E,13,225
2219,2024-01-22,E,14,202
2220,2024-01-22,E,15,237
2221,2024-01-22,E,16,310
2222,2024-01-22,E,17,283
2223,2024-01-22,E,18,296
2224,2024-01-22,E,19,296
2225,2024-01-22,E,20,282
2226,2024-01-22,E,21,203
2227,2024-01-22,E,22,200
2228,2024-01-22,F,6,235
2229,2024-01-22,F,7,359
2230,2024-01-22,F,8,404
2231,2024-01-22,F,9,345
2232,2024-01-22,F,10,181
2233,2024-01-22,F,11,160
2234,2024-01-22,F,12,274
2235,2024-01-22,F,13,197
2236,2024-01-22,F,14,153
2237,2024-01-22,F,15,207
2238,2024-01-22,F,16,293
2239,2024-01-22,F,17,304
2240,2024-01-22,F,18,332
2241,2024-01-22,F,19,380
2242,2024-01-22,F,20,204
2243,2024-01-22,F,21,171
2244,2024-01-22,F,22,179
2245,2024-01-23,A,6,226
2246,2024-01-23,A,7,281
2247,2024-01-23,A,8,318
2248,2024-01-23,A,9,368
2249,2024-01-23,A,10,131
2250,2024-01-23,A,11,187
2251,2024-01-23,A,12,180
2252,2024-01-23,A,13,235
2253,2024-01-23,A,14,189
2254,2024-01-23,A,15,247
2255,2024-01-23,A,16,323
2256,2024-01-23,A,17,391
2257,2024-01-23,A,18,264
2258,2024-01-23,A,19,384
2259,2024-01-23,A,20,183
2260,2024-01-23,A,21,258
2261,2024-01-23,A,22,247
2262,2024-01-23,B,6,85
2263,2024-01-23,B,7,379
2264,2024-01-23,B,8,399
2265,2024-01-23,B,9,413
2266,2024-01-23,B,10,152
2267,2024-01-23,B,11,223
2268,2024-01-23,B,12,207
2269,2024-01-23,B,13,217
2270,2024-01-23,B,14,239
2271,2024-01-23,B,15,246
2272,2024-01-23,B,16,293
2273,2024-01-23,B,17,330
2274,2024-01-23,B,18,321
2275,2024-01-23,B,19,310
2276,2024-01-23,B,20,194
2277,2024-01-23,B,21,207
2278,2024-01-23,B,22,175
2279,2024-01-23,C,6,235
2280,2024-01-23,C,7,410
2281,2024-01-23,C,8,327
2282,2024-01-23,C,9,412
2283,2024-01-23,C,10,167
2284,2024-01-23,C,11,235
2285,2024-01-23,C,12,252
2286,2024-01-23,C,13,196
2287,2024-01-23,C,14,167
2288,2024-01-23,C,15,176
2289,2024-01-23,C,16,334
2290,2024-01-23,C,17,398
2291,2024-01-23,C,18,252
2292,2024-01-23,C,19,324
2293,2024-01-23,C,20,196
2294,2024-01-23,C,21,181
2295,2024-01-23,C,22,196
2296,2024-01-23,D,6,178
2297,2024-01-23,D,7,409
2298,2024-01-23,D,8,413
2299,2024-01-23,D,9,363
2300,2024-01-23,D,10,194
2301,2024-01-23,D,11,180
2302,2024-01-23,D,12,203
2303,2024-01-23,D,13,273
2304,2024-01-23,D,14,195
2305,2024-01-23,D,15,166
2306,2024-01-23,D,16,304
2307,2024-01-23,D,17,350
2308,2024-01-23,D,18,291
2309,2024-01-23,D,19,318
2310,2024-01-23,D,20,218
2311,2024-01-23,D,21,174
2312,2024-01-23,D,22,129
2313,2024-01-23,E,6,157
2314,2024-01-23,E,7,325
2315,2024-01-23,E,8,350
2316,2024-01-23,E,9,361
2317,2024-01-23,E,10,232
2318,2024-01-23,E,11,150
2319,2024-01-23,E,12,227
2320,2024-01-23,E,13,185
2321,2024-01-23,E,14,128
2322,2024-01-23,E,15,200
2323,2024-01-23,E,16,372
2324,2024-01-23,E,17,355
2325,2024-01-23,E,18,316
2326,2024-01-23,E,19,365
2327,2024-01-23,E,20,207
2328,2024-01-23,E,21,239
2329,2024-01-23,E,22,133
2330,2024-01-23,F,6,150
2331,2024-01-23,F,7,389
2332,2024-01-23,F,8,421
2333,2024-01-23,F,9,376
2334,2024-01-23,F,10,180
2335,2024-01-23,F,11,165
2336,2024-01-23,F,12,187
2337,2024-01-23,F,13,248
2338,2024-01-23,F,14,186
2339,2024-01-23,F,15,241
2340,2024-01-23,F,16,346
2341,2024-01-23,F,17,388
2342,2024-01-23,F,18,328
2343,2024-01-23,F,19,318
2344,2024-01-23,F,20,243
2345,2024-01-23,F,21,162
2346,2024-01-23,F,22,182
2347,2024-01-24,A,6,132
2348,2024-01-24,A,7,309
2349,2024-01-24,A,8,436
2350,2024-01-24,A,9,387
2351,2024-01-24,A,10,145
2352,2024-01-24,A,11,247
2353,2024-01-24,A,12,171
2354,2024-01-24,A,13,225
2355,2024-01-24,A,14,225
2356,2024-01-24,A,15,266
2357,2024-01-24,A,16,298
2358,2024-01-24,A,17,290
2359,2024-01-24,A,18,212
2360,2024-01-24,A,19,315
2361,2024-01-24,A,20,229
2362,2024-01-24,A,21,234
2363,2024-01-24,A,22,250
2364,2024-01-24,B,6,211
2365,2024-01-24,B,7,380
2366,2024-01-24,B,8,362
2367,2024-01-24,B,9,388
2368,2024-01-24,B,10,162
2369,2024-01-24,B,11,143
2370,2024-01-24,B,12,166
2371,2024-01-24,B,13,208
2372,2024-01-24,B,14,147
2373,2024-01-24,B,15,174
2374,2024-01-24,B,16,295
2375,2024-01-24,B,17,351
2376,2024-01-24,B,18,346
2377,2024-01-24,B,19,322
2378,2024-01-24,B,20,218
2379,2024-01-24,B,21,218
2380,2024-01-24,B,22,185
2381,2024-01-24,C,6,178
2382,2024-01-24,C,7,421
2383,2024-01-24,C,8,260
2384,2024-01-24,C,9,330
2385,2024-01-24,C,10,191
2386,2024-01-24,C,11,222
2387,2024-01-24,C,12,245
2388,2024-01-24,C,13,274
2389,2024-01-24,C,14,196
2390,2024-01-24,C,15,199
2391,2024-01-24,C,16,334
2392,2024-01-24,C,17,298
2393,2024-01-24,C,18,272
2394,2024-01-24,C,19,316
2395,2024-01-24,C,20,229
2396,2024-01-24,C,21,190
2397,2024-01-24,C,22,216
2398,2024-01-24,D,6,125
2399,2024-01-24,D,7,360
2400,2024-01-24,D,8,343
2401,2024-01-24,D,9,308
2402,2024-01-24,D,10,226
2403,2024-01-24,D,11,273
2404,2024-01-24,D,12,239
2405,2024-01-24,D,13,242
2406,2024-01-24,D,14,228
2407,2024-01-24,D,15,225
2408,2024-01-24,D,16,248
2409,2024-01-24,D,17,314
2410,2024-01-24,D,18,340
2411,2024-01-24,D,19,341
2412,2024-01-24,D,20,250
2413,2024-01-24,D,21,158
2414,2024-01-24,D,22,224
2415,2024-01-24,E,6,157
2416,2024-01-24,E,7,351
2417,2024-01-24,E,8,357
2418,2024-01-24,E,9,394
2419,2024-01-24,E,10,229
2420,2024-01-24,E,11,204
2421,2024-01-24,E,12,113
2422,2024-01-24,E,13,217
2423,2024-01-24,E,14,189
2424,2024-01-24,E,15,255
2425,2024-01-24,E,16,366
2426,2024-01-24,E,17,282
2427,2024-01-24,E,18,343
2428,2024-01-24,E,19,344
2429,2024-01-24,E,20,221
2430,2024-01-24,E,21,215
2431,2024-01-24,E,22,225
2432,2024-01-24,F,6,260
2433,2024-01-24,F,7,337
2434,2024-01-24,F,8,323
2435,2024-01-24,F,9,391
2436,2024-01-24,F,10,124
2437,2024-01-24,F,11,226
2438,2024-01-24,F,12,219
2439,2024-01-24,F,13,106
2440,2024-01-24,F,14,174
2441,2024-01-24,F,15,263
2442,2024-01-24,F,16,261
2443,2024-01-24,F,17,328
2444,2024-01-24,F,18,279
2445,2024-01-24,F,19,291
2446,2024-01-24,F,20,276
2447,2024-01-24,F,21,204
2448,2024-01-24,F,22,220
2449,2024-01-25,A,6,195
2450,2024-01-25,A,7,299
2451,2024-01-25,A,8,312
2452,2024-01-25,A,9,407
2453,2024-01-25,A,10,206
2454,2024-01-25,A,11,169
2455,2024-01-25,A,12,199
2456,2024-01-25,A,13,226
2457,2024-01-25,A,14,218
2458,2024-01-25,A,15,169
2459,2024-01-25,A,16,256
2460,2024-01-25,A,17,303
2461,2024-01-25,A,18,364
2462,2024-01-25,A,19,354
2463,2024-01-25,A,20,216
2464,2024-01-25,A,21,193
2465,2024-01-25,A,22,179
2466,2024-01-25,B,6,193
2467,2024-01-25,B,7,391
2468,2024-01-25,B,8,400
2469,2024-01-25,B,9,349
2470,2024-01-25,B,10,301
2471,2024-01-25,B,11,203
2472,2024-01-25,B,12,186
2473,2024-01-25,B,13,259
2474,2024-01-25,B,14,118
2475,2024-01-25,B,15,219
2476,2024-01-25,B,16,317
2477,2024-01-25,B,17,377
2478,2024-01-25,B,18,344
2479,2024-01-25,B,19,325
2480,2024-01-25,B,20,226
2481,2024-01-25,B,21,157
2482,2024-01-25,B,22,238
2483,2024-01-25,C,6,146
2484,2024-01-25,C,7,374
2485,2024-01-25,C,8,361
2486,2024-01-25,C,9,289
2487,2024-01-25,C,10,202
2488,2024-01-25,C,11,211
2489,2024-01-25,C,12,173
2490,2024-01-25,C,13,159
2491,2024-01-25,C,14,219
2492,2024-01-25,C,15,214
2493,2024-01-25,C,16,329
2494,2024-01-25,C,17,320
2495,2024-01-25,C,18,297
2496,2024-01-25,C,19,410
2497,2024-01-25,C,20,188
2498,2024-01-25,C,21,165
2499,2024-01-25,C,22,202
2500,2024-01-25,D,6,192
2501,2024-01-25,D,7,347
2502,2024-01-25,D,8,434
2503,2024-01-25,D,9,314
2504,2024-01-25,D,10,201
2505,2024-01-25,D,11,157
2506,2024-01-25,D,12,178
2507,2024-01-25,D,13,269
2508,2024-01-25,D,14,211
2509,2024-01-25,D,15,210
2510,2024-01-25,D,16,282
2511,2024-01-25,D,17,303
2512,2024-01-25,D,18,392
2513,2024-01-25,D,19,339
2514,2024-01-25,D,20,186
2515,2024-01-25,D,21,217
2516,2024-01-25,D,22,210
2517,2024-01-25,E,6,166
2518,2024-01-25,E,7,345
2519,2024-01-25,E,8,450
2520,2024-01-25,E,9,375
2521,2024-01-25,E,10,137
2522,2024-01-25,E,11,220
2523,2024-01-25,E,12,252
2524,2024-01-25,E,13,163
2525,2024-01-25,E,14,181
2526,2024-01-25,E,15,258
2527,2024-01-25,E,16,321
2528,2024-01-25,E,17,314
2529,2024-01-25,E,18,266
2530,2024-01-25,E,19,362
2531,2024-01-25,E,20,192
2532,2024-01-25,E,21,113
2533,2024-01-25,E,22,137
2534,2024-01-25,F,6,177
2535,2024-01-25,F,7,317
2536,2024-01-25,F,8,323
2537,2024-01-25,F,9,453
2538,2024-01-25,F,10,228
2539,2024-01-25,F,11,96
2540,2024-01-25,F,12,187
2541,2024-01-25,F,13,196
2542,2024-01-25,F,14,140
2543,2024-01-25,F,15,221
2544,2024-01-25,F,16,238
2545,2024-01-25,F,17,363
2546,2024-01-25,F,18,377
2547,2024-01-25,F,19,414
2548,2024-01-25,F,20,137
2549,2024-01-25,F,21,145
2550,2024-01-25,F,22,227
2551,2024-01-26,A,6,247
2552,2024-01-26,A,7,392
2553,2024-01-26,A,8,403
2554,2024-01-26,A,9,415
2555,2024-01-26,A,10,208
2556,2024-01-26,A,11,191
2557,2024-01-26,A,12,145
2558,2024-01-26,A,13,188
2559,2024-01-26,A,14,194
2560,2024-01-26,A,15,162
2561,2024-01-26,A,16,318
2562,2024-01-26,A,17,277
2563,2024-01-26,A,18,364
2564,2024-01-26,A,19,337
2565,2024-01-26,A,20,181
2566,2024-01-26,A,21,207
2567,2024-01-26,A,22,155
2568,2024-01-26,B,6,159
2569,2024-01-26,B,7,334
2570,2024-01-26,B,8,352
2571,2024-01-26,B,9,365
2572,2024-01-26,B,10,205
2573,2024-01-26,B,11,147
2574,2024-01-26,B,12,196
2575,2024-01-26,B,13,167
2576,2024-01-26,B,14,63
2577,2024-01-26,B,15,323
2578,2024-01-26,B,16,288
2579,2024-01-26,B,17,290
2580,2024-01-26,B,18,266
2581,2024-01-26,B,19,277
2582,2024-01-26,B,20,192
2583,2024-01-26,B,21,254
2584,2024-01-26,B,22,192
2585,2024-01-26,C,6,187
2586,2024-01-26,C,7,408
2587,2024-01-26,C,8,339
2588,2024-01-26,C,9,360
2589,2024-01-26,C,10,163
2590,2024-01-26,C,11,267
2591,2024-01-26,C,12,241
2592,2024-01-26,C,13,193
2593,2024-01-26,C,14,184
2594,2024-01-26,C,15,198
2595,2024-01-26,C,16,314
2596,2024-01-26,C,17,258
2597,2024-01-26,C,18,363
2598,2024-01-26,C,19,310
2599,2024-01-26,C,20,275
2600,2024-01-26,C,21,216
2601,2024-01-26,C,22,99
2602,2024-01-26,D,6,148
2603,2024-01-26,D,7,274
2604,2024-01-26,D,8,308
2605,2024-01-26,D,9,294
2606,2024-01-26,D,10,210
2607,2024-01-26,D,11,187
2608,2024-01-26,D,12,229
2609,2024-01-26,D,13,198
2610,2024-01-26,D,14,190
2611,2024-01-26,D,15,280
2612,2024-01-26,D,16,328
2613,2024-01-26,D,17,316
2614,2024-01-26,D,18,285
2615,2024-01-26,D,19,272
2616,2024-01-26,D,20,230
2617,2024-01-26,D,21,228
2618,2024-01-26,D,22,262
2619,2024-01-26,E,6,219
2620,2024-01-26,E,7,344
2621,2024-01-26,E,8,380
2622,2024-01-26,E,9,356
2623,2024-01-26,E,10,234
2624,2024-01-26,E,11,253
2625,2024-01-26,E,12,193
2626,2024-01-26,E,13,270
2627,2024-01-26,E,14,247
2628,2024-01-26,E,15,200
2629,2024-01-26,E,16,346
2630,2024-01-26,E,17,332
2631,2024-01-26,E,18,320
2632,2024-01-26,E,19,396
2633,2024-01-26,E,20,220
2634,2024-01-26,E,21,166
2635,2024-01-26,E,22,158
2636,2024-01-26,F,6,160
2637,2024-01-26,F,7,379
2638,2024-01-26,F,8,346
2639,2024-01-26,F,9,373
2640,2024-01-26,F,10,237
2641,2024-01-26,F,11,281
2642,2024-01-26,F,12,187
2643,2024-01-26,F,13,143
2644,2024-01-26,F,14,271
2645,2024-01-26,F,15,141
2646,2024-01-26,F,16,260
2647,2024-01-26,F,17,390
2648,2024-01-26,F,18,362
2649,2024-01-26,F,19,339
2650,2024-01-26,F,20,198
2651,2024-01-26,F,21,190
2652,2024-01-26,F,22,173
2653,2024-01-27,A,6,248
2654,2024-01-27,A,7,466
2655,2024-01-27,A,8,413
2656,2024-01-27,A,9,435
2657,2024-01-27,A,10,175
2658,2024-01-27,A,11,263
2659,2024-01-27,A,12,263
2660,2024-01-27,A,13,331
2661,2024-01-27,A,14,275
2662,2024-01-27,A,15,237
2663,2024-01-27,A,16,407
2664,2024-01-27,A,17,435
2665,2024-01-27,A,18,425
2666,2024-01-27,A,19,439
2667,2024-01-27,A,20,275
2668,2024-01-27,A,21,249
2669,2024-01-27,A,22,238
2670,2024-01-27,B,6,236
2671,2024-01-27,B,7,430
2672,2024-01-27,B,8,424
2673,2024-01-27,B,9,541
2674,2024-01-27,B,10,264
2675,2024-01-27,B,11,253
2676,2024-01-27,B,12,240
2677,2024-01-27,B,13,277
2678,2024-01-27,B,14,308
2679,2024-01-27,B,15,288
2680,2024-01-27,B,16,452
2681,2024-01-27,B,17,392
2682,2024-01-27,B,18,415
2683,2024-01-27,B,19,393
2684,2024-01-27,B,20,264
2685,2024-01-27,B,21,310
2686,2024-01-27,B,22,277
2687,2024-01-27,C,6,325
2688,2024-01-27,C,7,456
2689,2024-01-27,C,8,435
2690,2024-01-27,C,9,488
2691,2024-01-27,C,10,264
2692,2024-01-27,C,11,272
2693,2024-01-27,C,12,266
2694,2024-01-27,C,13,240
2695,2024-01-27,C,14,267
2696,2024-01-27,C,15,298
2697,2024-01-27,C,16,459
2698,2024-01-27,C,17,396
2699,2024-01-27,C,18,425
2700,2024-01-27,C,19,475
2701,2024-01-27,C,20,241
2702,2024-01-27,C,21,234
2703,2024-01-27,C,22,291
2704,2024-01-27,D,6,284
2705,2024-01-27,D,7,434
2706,2024-01-27,D,8,412
2707,2024-01-27,D,9,476
2708,2024-01-27,D,10,243
2709,2024-01-27,D,11,192
2710,2024-01-27,D,12,232
2711,2024-01-27,D,13,284
2712,2024-01-27,D,14,253
2713,2024-01-27,D,15,322
2714,2024-01-27,D,16,332
2715,2024-01-27,D,17,469
2716,2024-01-27,D,18,402
2717,2024-01-27,D,19,396
2718,2024-01-27,D,20,197
2719,2024-01-27,D,21,278
2720,2024-01-27,D,22,186
2721,2024-01-27,E,6,292
2722,2024-01-27,E,7,407
2723,2024-01-27,E,8,413
2724,2024-01-27,E,9,420
2725,2024-01-27,E,10,231
2726,2024-01-27,E,11,297
2727,2024-01-27,E,12,320
2728,2024-01-27,E,13,235
2729,2024-01-27,E,14,258
2730,2024-01-27,E,15,279
2731,2024-01-27,E,16,402
2732,2024-01-27,E,17,434
2733,2024-01-27,E,18,415
2734,2024-01-27,E,19,405
2735,2024-01-27,E,20,203
2736,2024-01-27,E,21,265
2737,2024-01-27,E,22,298
2738,2024-01-27,F,6,228
2739,2024-01-27,F,7,389
2740,2024-01-27,F,8,455
2741,2024-01-27,F,9,528
2742,2024-01-27,F,10,308
2743,2024-01-27,F,11,236
2744,2024-01-27,F,12,278
2745,2024-01-27,F,13,284
2746,2024-01-27,F,14,319
2747,2024-01-27,F,15,197
2748,2024-01-27,F,16,373
2749,2024-01-27,F,17,335
2750,2024-01-27,F,18,388
2751,2024-01-27,F,19,458
2752,2024-01-27,F,20,237
2753,2024-01-27,F,21,207
2754,2024-01-27,F,22,269
2755,2024-01-28,A,6,270
2756,2024-01-28,A,7,427
2757,2024-01-28,A,8,447
2758,2024-01-28,A,9,474
2759,2024-01-28,A,10,289
2760,2024-01-28,A,11,234
2761,2024-01-28,A,12,228
2762,2024-01-28,A,13,336
2763,2024-01-28,A,14,249
2764,2024-01-28,A,15,269
2765,2024-01-28,A,16,441
2766,2024-01-28,A,17,344
2767,2024-01-28,A,18,415
2768,2024-01-28,A,19,350
2769,2024-01-28,A,20,254
2770,2024-01-28,A,21,314
2771,2024-01-28,A,22,220
2772,2024-01-28,B,6,193
2773,2024-01-28,B,7,543
2774,2024-01-28,B,8,422
2775,2024-01-28,B,9,408
2776,2024-01-28,B,10,324
2777,2024-01-28,B,11,212
2778,2024-01-28,B,12,325
2779,2024-01-28,B,13,270
2780,2024-01-28,B,14,311
2781,2024-01-28,B,15,267
2782,2024-01-28,B,16,459
2783,2024-01-28,B,17,379
2784,2024-01-28,B,18,391
2785,2024-01-28,B,19,331
2786,2024-01-28,B,20,298
2787,2024-01-28,B,21,276
2788,2024-01-28,B,22,219
2789,2024-01-28,C,6,190
2790,2024-01-28,C,7,479
2791,2024-01-28,C,8,535
2792,2024-01-28,C,9,462
2793,2024-01-28,C,10,233
2794,2024-01-28,C,11,222
2795,2024-01-28,C,12,309
2796,2024-01-28,C,13,228
2797,2024-01-28,C,14,245
2798,2024-01-28,C,15,301
2799,2024-01-28,C,16,441
2800,2024-01-28,C,17,402
2801,2024-01-28,C,18,388
2802,2024-01-28,C,19,474
2803,2024-01-28,C,20,215
2804,2024-01-28,C,21,251
2805,2024-01-28,C,22,199
2806,2024-01-28,D,6,307
2807,2024-01-28,D,7,449
2808,2024-01-28,D,8,440
2809,2024-01-28,D,9,494
2810,2024-01-28,D,10,202
2811,2024-01-28,D,11,285
2812,2024-01-28,D,12,245
2813,2024-01-28,D,13,211
2814,2024-01-28,D,14,220
2815,2024-01-28,D,15,232
2816,2024-01-28,D,16,398
2817,2024-01-28,D,17,368
2818,2024-01-28,D,18,427
2819,2024-01-28,D,19,367
2820,2024-01-28,D,20,165
2821,2024-01-28,D,21,336
2822,2024-01-28,D,22,267
2823,2024-01-28,E,6,340
2824,2024-01-28,E,7,426
2825,2024-01-28,E,8,487
2826,2024-01-28,E,9,503
2827,2024-01-28,E,10,252
2828,2024-01-28,E,11,202
2829,2024-01-28,E,12,249
2830,2024-01-28,E,13,285
2831,2024-01-28,E,14,283
2832,2024-01-28,E,15,259
2833,2024-01-28,E,16,451
2834,2024-01-28,E,17,450
2835,2024-01-28,E,18,395
2836,2024-01-28,E,19,355
2837,2024-01-28,E,20,267
2838,2024-01-28,E,21,230
2839,2024-01-28,E,22,265
2840,2024-01-28,F,6,313
2841,2024-01-28,F,7,485
2842,2024-01-28,F,8,519
2843,2024-01-28,F,9,427
2844,2024-01-28,F,10,303
2845,2024-01-28,F,11,327
2846,2024-01-28,F,12,262
2847,2024-01-28,F,13,352
2848,2024-01-28,F,14,225
2849,2024-01-28,F,15,234
2850,2024-01-28,F,16,441
2851,2024-01-28,F,17,418
2852,2024-01-28,F,18,386
2853,2024-01-28,F,19,440
2854,2024-01-28,F,20,274
2855,2024-01-28,F,21,236
2856,2024-01-28,F,22,267
2857,2024-01-29,A,6,230
2858,2024-01-29,A,7,335
2859,2024-01-29,A,8,380
2860,2024-01-29,A,9,325
2861,2024-01-29,A,10,173
2862,2024-01-29,A,11,244
2863,2024-01-29,A,12,224
2864,2024-01-29,A,13,124
2865,2024-01-29,A,14,185
2866,2024-01-29,A,15,219
2867,2024-01-29,A,16,325
2868,2024-01-29,A,17,344
2869,2024-01-29,A,18,324
2870,2024-01-29,A,19,314
2871,2024-01-29,A,20,193
2872,2024-01-29,A,21,243
2873,2024-01-29,A,22,227
2874,2024-01-29,B,6,216
2875,2024-01-29,B,7,363
2876,2024-01-29,B,8,338
2877,2024-01-29,B,9,347
2878,2024-01-29,B,10,242
2879,2024-01-29,B,11,238
2880,2024-01-29,B,12,174
2881,2024-01-29,B,13,203
2882,2024-01-29,B,14,219
2883,2024-01-29,B,15,217
2884,2024-01-29,B,16,337
2885,2024-01-29,B,17,275
2886,2024-01-29,B,18,273
2887,2024-01-29,B,19,366
2888,2024-01-29,B,20,260
2889,2024-01-29,B,21,140
2890,2024-01-29,B,22,198
2891,2024-01-29,C,6,232
2892,2024-01-29,C,7,271
2893,2024-01-29,C,8,317
2894,2024-01-29,C,9,356
2895,2024-01-29,C,10,176
2896,2024-01-29,C,11,208
2897,2024-01-29,C,12,258
2898,2024-01-29,C,13,165
2899,2024-01-29,C,14,202
2900,2024-01-29,C,15,186
2901,2024-01-29,C,16,325
2902,2024-01-29,C,17,320
2903,2024-01-29,C,18,425
2904,2024-01-29,C,19,379
2905,2024-01-29,C,20,136
2906,2024-01-29,C,21,163
2907,2024-01-29,C,22,168
2908,2024-01-29,D,6,150
2909,2024-01-29,D,7,305
2910,2024-01-29,D,8,352
2911,2024-01-29,D,9,330
2912,2024-01-29,D,10,164
2913,2024-01-29,D,11,280
2914,2024-01-29,D,12,173
2915,2024-01-29,D,13,182
2916,2024-01-29,D,14,229
2917,2024-01-29,D,15,182
2918,2024-01-29,D,16,273
2919,2024-01-29,D,17,309
2920,2024-01-29,D,18,400
2921,2024-01-29,D,19,300
2922,2024-01-29,D,20,163
2923,2024-01-29,D,21,216
2924,2024-01-29,D,22,187
2925,2024-01-29,E,6,309
2926,2024-01-29,E,7,328
2927,2024-01-29,E,8,429
2928,2024-01-29,E,9,406
2929,2024-01-29,E,10,184
2930,2024-01-29,E,11,199
2931,2024-01-29,E,12,158
