date,terminal,hour,passenger_count
2024-01-23,C,17,398
2024-01-23,C,18,252
2024-01-23,C,19,324
2024-01-23,C,20,196
2024-01-23,C,21,181
2024-01-23,C,22,196
2024-01-23,D,6,178
2024-01-23,D,7,409
2024-01-23,D,8,413
2024-01-23,D,9,363
2024-01-23,D,10,194
2024-01-23,D,11,180
2024-01-23,D,12,203
2024-01-23,D,13,273
2024-01-23,D,14,195
2024-01-23,D,15,166
2024-01-23,D,16,304
2024-01-23,D,17,350
2024-01-23,D,18,291
2024-01-23,D,19,318
2024-01-23,D,20,218
2024-01-23,D,21,174
2024-01-23,D,22,129
2024-01-23,E,6,157
2024-01-23,E,7,325
2024-01-23,E,8,350
2024-01-23,E,9,361
2024-01-23,E,10,232
2024-01-23,E,11,150
2024-01-23,E,12,227
2024-01-23,E,13,185
2024-01-23,E,14,128
2024-01-23,E,15,200
2024-01-23,E,16,372
2024-01-23,E,17,355
2024-01-23,E,18,316
2024-01-23,E,19,365
2024-01-23,E,20,207
2024-01-23,E,21,239
2024-01-23,E,22,133
2024-01-23,F,6,150
2024-01-23,F,7,389
2024-01-23,F,8,421
2024-01-23,F,9,376
2024-01-23,F,10,180
2024-01-23,F,11,165
2024-01-23,F,12,187
2024-01-23,F,13,248
2024-01-23,F,14,186
2024-01-23,F,15,241
2024-01-23,F,16,346
2024-01-23,F,17,388
2024-01-23,F,18,328
2024-01-23,F,19,318
2024-01-23,F,20,243
2024-01-23,F,21,162
2024-01-23,F,22,182
2024-01-24,A,6,132
2024-01-24,A,7,309
2024-01-24,A,8,436
2024-01-24,A,9,387
2024-01-24,A,10,145
2024-01-24,A,11,247
2024-01-24,A,12,171
2024-01-24,A,13,225
2024-01-24,A,14,225
2024-01-24,A,15,266
2024-01-24,A,16,298
2024-01-24,A,17,290
2024-01-24,A,18,212
2024-01-24,A,19,315
2024-01-24,A,20,229
2024-01-24,A,21,234
2024-01-24,A,22,250
2024-01-24,B,6,211
2024-01-24,B,7,380
2024-01-24,B,8,362
2024-01-24,B,9,388
2024-01-24,B,10,162
2024-01-24,B,11,143
2024-01-24,B,12,166
2024-01-24,B,13,208
2024-01-24,B,14,147
2024-01-24,B,15,174
2024-01-24,B,16,295
2024-01-24,B,17,351
2024-01-24,B,18,346
2024-01-24,B,19,322
2024-01-24,B,20,218
2024-01-24,B,21,218
2024-01-24,B,22,185
2024-01-24,C,6,178
2024-01-24,C,7,421
2024-01-24,C,8,260
2024-01-24,C,9,330
2024-01-24,C,10,191
2024-01-24,C,11,222
2024-01-24,C,12,245
2024-01-24,C,13,274
2024-01-24,C,14,196
2024-01-24,C,15,199
2024-01-24,C,16,334
2024-01-24,C,17,298
2024-01-24,C,18,272
2024-01-24,C,19,316
2024-01-24,C,20,229
2024-01-24,C,21,190
2024-01-24,C,22,216
2024-01-24,D,6,125
2024-01-24,D,7,360
2024-01-24,D,8,343
2024-01-24,D,9,308
2024-01-24,D,10,226
2024-01-24,D,11,273
2024-01-24,D,12,239
2024-01-24,D,13,242
2024-01-24,D,14,228
2024-01-24,D,15,225
2024-01-24,D,16,248
2024-01-24,D,17,314
2024-01-24,D,18,340
2024-01-24,D,19,341
2024-01-24,D,20,250
2024-01-24,D,21,158
2024-01-24,D,22,224
2024-01-24,E,6,157
2024-01-24,E,7,351
2024-01-24,E,8,357
2024-01-24,E,9,394
2024-01-24,E,10,229
2024-01-24,E,11,204
2024-01-24,E,12,113
2024-01-24,E,13,217
2024-01-24,E,14,189
2024-01-24,E,15,255
2024-01-24,E,16,366
2024-01-24,E,17,282
2024-01-24,E,18,343
2024-01-24,E,19,344
2024-01-24,E,20,221
2024-01-24,E,21,215
2024-01-24,E,22,225
2024-01-24,F,6,260
2024-01-24,F,7,337
2024-01-24,F,8,323
2024-01-24,F,9,391
2024-01-24,F,10,124
2024-01-24,F,11,226
2024-01-24,F,12,219
2024-01-24,F,13,106
2024-01-24,F,14,174
2024-01-24,F,15,263
2024-01-24,F,16,261
2024-01-24,F,17,328
2024-01-24,F,18,279
2024-01-24,F,19,291
2024-01-24,F,20,276
2024-01-24,F,21,204
2024-01-24,F,22,220
2024-01-25,A,6,195
2024-01-25,A,7,299
2024-01-25,A,8,312
2024-01-25,A,9,407
2024-01-25,A,10,206
2024-01-25,A,11,169
2024-01-25,A,12,199
2024-01-25,A,13,226
2024-01-25,A,14,218
2024-01-25,A,15,169
2024-01-25,A,16,256
2024-01-25,A,17,303
2024-01-25,A,18,364
2024-01-25,A,19,354
2024-01-25,A,20,216
2024-01-25,A,21,193
2024-01-25,A,22,179
2024-01-25,B,6,193
2024-01-25,B,7,391
2024-01-25,B,8,400
2024-01-25,B,9,349
2024-01-25,B,10,301
2024-01-25,B,11,203
2024-01-25,B,12,186
2024-01-25,B,13,259
2024-01-25,B,14,118
2024-01-25,B,15,219
2024-01-25,B,16,317
2024-01-25,B,17,377
2024-01-25,B,18,344
2024-01-25,B,19,325
2024-01-25,B,20,226
2024-01-25,B,21,157
2024-01-25,B,22,238
2024-01-25,C,6,146
2024-01-25,C,7,374
2024-01-25,C,8,361
2024-01-25,C,9,289
2024-01-25,C,10,202
2024-01-25,C,11,211
2024-01-25,C,12,173
2024-01-25,C,13,159
2024-01-25,C,14,219
2024-01-25,C,15,214
2024-01-25,C,16,329
2024-01-25,C,17,320
2024-01-25,C,18,297
2024-01-25,C,19,410
2024-01-25,C,20,188
2024-01-25,C,21,165
2024-01-25,C,22,202
2024-01-25,D,6,192
2024-01-25,D,7,347
2024-01-25,D,8,434
2024-01-25,D,9,314
2024-01-25,D,10,201
2024-01-25,D,11,157
2024-01-25,D,12,178
2024-01-25,D,13,269
2024-01-25,D,14,211
2024-01-25,D,15,210
2024-01-25,D,16,282
2024-01-25,D,17,303
2024-01-25,D,18,392
2024-01-25,D,19,339
2024-01-25,D,20,186
2024-01-25,D,21,217
2024-01-25,D,22,210
2024-01-25,E,6,166
2024-01-25,E,7,345
2024-01-25,E,8,450
2024-01-25,E,9,375
2024-01-25,E,10,137
2024-01-25,E,11,220
2024-01-25,E,12,252
2024-01-25,E,13,163
2024-01-25,E,14,181
2024-01-25,E,15,258
2024-01-25,E,16,321
2024-01-25,E,17,314
2024-01-25,E,18,266
2024-01-25,E,19,362
2024-01-25,E,20,192
2024-01-25,E,21,113
2024-01-25,E,22,137
2024-01-25,F,6,177
2024-01-25,F,7,317
2024-01-25,F,8,323
2024-01-25,F,9,453
2024-01-25,F,10,228
2024-01-25,F,11,96
2024-01-25,F,12,187
2024-01-25,F,13,196
2024-01-25,F,14,140
2024-01-25,F,15,221
2024-01-25,F,16,238
2024-01-25,F,17,363
2024-01-25,F,18,377
2024-01-25,F,19,414
2024-01-25,F,20,137
2024-01-25,F,21,145
2024-01-25,F,22,227
2024-01-26,A,6,247
2024-01-26,A,7,392
2024-01-26,A,8,403
2024-01-26,A,9,415
2024-01-26,A,10,208
2024-01-26,A,11,191
2024-01-26,A,12,145
2024-01-26,A,13,188
2024-01-26,A,14,194
2024-01-26,A,15,162
2024-01-26,A,16,318
2024-01-26,A,17,277
2024-01-26,A,18,364
2024-01-26,A,19,337
2024-01-26,A,20,181
2024-01-26,A,21,207
2024-01-26,A,22,155
2024-01-26,B,6,159
2024-01-26,B,7,334
2024-01-26,B,8,352
2024-01-26,B,9,365
2024-01-26,B,10,205
2024-01-26,B,11,147
2024-01-26,B,12,196
2024-01-26,B,13,167
2024-01-26,B,14,63
2024-01-26,B,15,323
2024-01-26,B,16,288
2024-01-26,B,17,290
2024-01-26,B,18,266
2024-01-26,B,19,277
2024-01-26,B,20,192
2024-01-26,B,21,254
2024-01-26,B,22,192
2024-01-26,C,6,187
2024-01-26,C,7,408
2024-01-26,C,8,339
2024-01-26,C,9,360
2024-01-26,C,10,163
2024-01-26,C,11,267
2024-01-26,C,12,241
2024-01-26,C,13,193
2024-01-26,C,14,184
2024-01-26,C,15,198
2024-01-26,C,16,314
2024-01-26,C,17,258
2024-01-26,C,18,363
2024-01-26,C,19,310
2024-01-26,C,20,275
2024-01-26,C,21,216
2024-01-26,C,22,99
2024-01-26,D,6,148
2024-01-26,D,7,274
2024-01-26,D,8,308
2024-01-26,D,9,294
2024-01-26,D,10,210
2024-01-26,D,11,187
2024-01-26,D,12,229
2024-01-26,D,13,198
2024-01-26,D,14,190
2024-01-26,D,15,280
2024-01-26,D,16,328
2024-01-26,D,17,316
2024-01-26,D,18,285
2024-01-26,D,19,272
2024-01-26,D,20,230
2024-01-26,D,21,228
2024-01-26,D,22,262
2024-01-26,E,6,219
2024-01-26,E,7,344
2024-01-26,E,8,380
2024-01-26,E,9,356
2024-01-26,E,10,234
2024-01-26,E,11,253
2024-01-26,E,12,193
2024-01-26,E,13,270
2024-01-26,E,14,247
2024-01-26,E,15,200
2024-01-26,E,16,346
2024-01-26,E,17,332
2024-01-26,E,18,320
2024-01-26,E,19,396
2024-01-26,E,20,220
2024-01-26,E,21,166
2024-01-26,E,22,158
2024-01-26,F,6,160
2024-01-26,F,7,379
2024-01-26,F,8,346
2024-01-26,F,9,373
2024-01-26,F,10,237
2024-01-26,F,11,281
2024-01-26,F,12,187
2024-01-26,F,13,143
2024-01-26,F,14,271
2024-01-26,F,15,141
2024-01-26,F,16,260
2024-01-26,F,17,390
2024-01-26,F,18,362
2024-01-26,F,19,339
2024-01-26,F,20,198
2024-01-26,F,21,190
2024-01-26,F,22,173
2024-01-27,A,6,248
2024-01-27,A,7,466
2024-01-27,A,8,413
2024-01-27,A,9,435
2024-01-27,A,10,175
2024-01-27,A,11,263
2024-01-27,A,12,263
2024-01-27,A,13,331
2024-01-27,A,14,275
2024-01-27,A,15,237
2024-01-27,A,16,407
2024-01-27,A,17,435
2024-01-27,A,18,425
2024-01-27,A,19,439
2024-01-27,A,20,275
2024-01-27,A,21,249
2024-01-27,A,22,238
2024-01-27,B,6,236
2024-01-27,B,7,430
2024-01-27,B,8,424
2024-01-27,B,9,541
2024-01-27,B,10,264
2024-01-27,B,11,253
2024-01-27,B,12,240
2024-01-27,B,13,277
2024-01-27,B,14,308
2024-01-27,B,15,288
2024-01-27,B,16,452
2024-01-27,B,17,392
2024-01-27,B,18,415
2024-01-27,B,19,393
2024-01-27,B,20,264
2024-01-27,B,21,310
2024-01-27,B,22,277
2024-01-27,C,6,325
2024-01-27,C,7,456
2024-01-27,C,8,435
2024-01-27,C,9,488
2024-01-27,C,10,264
2024-01-27,C,11,272
2024-01-27,C,12,266
2024-01-27,C,13,240
2024-01-27,C,14,267
2024-01-27,C,15,298
2024-01-27,C,16,459
2024-01-27,C,17,396
2024-01-27,C,18,425
2024-01-27,C,19,475
2024-01-27,C,20,241
2024-01-27,C,21,234
2024-01-27,C,22,291
2024-01-27,D,6,284
2024-01-27,D,7,434
2024-01-27,D,8,412
2024-01-27,D,9,476
2024-01-27,D,10,243
2024-01-27,D,11,192
2024-01-27,D,12,232
2024-01-27,D,13,284
2024-01-27,D,14,253
2024-01-27,D,15,322
2024-01-27,D,16,332
2024-01-27,D,17,469
2024-01-27,D,18,402
2024-01-27,D,19,396
2024-01-27,D,20,197
2024-01-27,D,21,278
2024-01-27,D,22,186
2024-01-27,E,6,292
2024-01-27,E,7,407
2024-01-27,E,8,413
2024-01-27,E,9,420
2024-01-27,E,10,231
2024-01-27,E,11,297
2024-01-27,E,12,320
2024-01-27,E,13,235
2024-01-27,E,14,258
2024-01-27,E,15,279
2024-01-27,E,16,402
2024-01-27,E,17,434
2024-01-27,E,18,415
2024-01-27,E,19,405
2024-01-27,E,20,203
2024-01-27,E,21,265
2024-01-27,E,22,298
2024-01-27,F,6,228
2024-01-27,F,7,389
2024-01-27,F,8,455
2024-01-27,F,9,528
2024-01-27,F,10,308
2024-01-27,F,11,236
2024-01-27,F,12,278
2024-01-27,F,13,284
2024-01-27,F,14,319
2024-01-27,F,15,197
2024-01-27,F,16,373
2024-01-27,F,17,335
2024-01-27,F,18,388
2024-01-27,F,19,458
2024-01-27,F,20,237
2024-01-27,F,21,207
2024-01-27,F,22,269
2024-01-28,A,6,270
2024-01-28,A,7,427
2024-01-28,A,8,447
2024-01-28,A,9,474
2024-01-28,A,10,289
2024-01-28,A,11,234
2024-01-28,A,12,228
2024-01-28,A,13,336
2024-01-28,A,14,249
2024-01-28,A,15,269
2024-01-28,A,16,441
2024-01-28,A,17,344
2024-01-28,A,18,415
2024-01-28,A,19,350
2024-01-28,A,20,254
2024-01-28,A,21,314
2024-01-28,A,22,220
2024-01-28,B,6,193
2024-01-28,B,7,543
2024-01-28,B,8,422
2024-01-28,B,9,408
2024-01-28,B,10,324
2024-01-28,B,11,212
2024-01-28,B,12,325
2024-01-28,B,13,270
2024-01-28,B,14,311
2024-01-28,B,15,267
2024-01-28,B,16,459
2024-01-28,B,17,379
2024-01-28,B,18,391
2024-01-28,B,19,331
2024-01-28,B,20,298
2024-01-28,B,21,276
2024-01-28,B,22,219
2024-01-28,C,6,190
2024-01-28,C,7,479
2024-01-28,C,8,535
2024-01-28,C,9,462
2024-01-28,C,10,233
2024-01-28,C,11,222
2024-01-28,C,12,309
2024-01-28,C,13,228
2024-01-28,C,14,245
2024-01-28,C,15,301
2024-01-28,C,16,441
2024-01-28,C,17,402
2024-01-28,C,18,388
2024-01-28,C,19,474
2024-01-28,C,20,215
2024-01-28,C,21,251
2024-01-28,C,22,199
2024-01-28,D,6,307
2024-01-28,D,7,449
2024-01-28,D,8,440
2024-01-28,D,9,494
2024-01-28,D,10,202
2024-01-28,D,11,285
2024-01-28,D,12,245
2024-01-28,D,13,211
2024-01-28,D,14,220
2024-01-28,D,15,232
2024-01-28,D,16,398
2024-01-28,D,17,368
2024-01-28,D,18,427
2024-01-28,D,19,367
2024-01-28,D,20,165
2024-01-28,D,21,336
2024-01-28,D,22,267
2024-01-28,E,6,340
2024-01-28,E,7,426
2024-01-28,E,8,487
2024-01-28,E,9,503
2024-01-28,E,10,252
2024-01-28,E,11,202
2024-01-28,E,12,249
2024-01-28,E,13,285
2024-01-28,E,14,283
2024-01-28,E,15,259
2024-01-28,E,16,451
2024-01-28,E,17,450
2024-01-28,E,18,395
2024-01-28,E,19,355
2024-01-28,E,20,267
2024-01-28,E,21,230
2024-01-28,E,22,265
2024-01-28,F,6,313
2024-01-28,F,7,485
2024-01-28,F,8,519
2024-01-28,F,9,427
2024-01-28,F,10,303
2024-01-28,F,11,327
2024-01-28,F,12,262
2024-01-28,F,13,352
2024-01-28,F,14,225
2024-01-28,F,15,234
2024-01-28,F,16,441
2024-01-28,F,17,418
2024-01-28,F,18,386
2024-01-28,F,19,440
2024-01-28,F,20,274
2024-01-28,F,21,236
2024-01-28,F,22,267
2024-01-29,A,6,230
2024-01-29,A,7,335
2024-01-29,A,8,380
2024-01-29,A,9,325
2024-01-29,A,10,173
2024-01-29,A,11,244
2024-01-29,A,12,224
2024-01-29,A,13,124
2024-01-29,A,14,185
2024-01-29,A,15,219
2024-01-29,A,16,325
2024-01-29,A,17,344
2024-01-29,A,18,324
2024-01-29,A,19,314
2024-01-29,A,20,193
2024-01-29,A,21,243
2024-01-29,A,22,227
2024-01-29,B,6,216
2024-01-29,B,7,363
2024-01-29,B,8,338
2024-01-29,B,9,347
2024-01-29,B,10,242
2024-01-29,B,11,238
2024-01-29,B,12,174
2024-01-29,B,13,203
2024-01-29,B,14,219
2024-01-29,B,15,217
2024-01-29,B,16,337
2024-01-29,B,17,275
2024-01-29,B,18,273
2024-01-29,B,19,366
2024-01-29,B,20,260
2024-01-29,B,21,140
2024-01-29,B,22,198
2024-01-29,C,6,232
2024-01-29,C,7,271
2024-01-29,C,8,317
2024-01-29,C,9,356
2024-01-29,C,10,176
2024-01-29,C,11,208
2024-01-29,C,12,258
2024-01-29,C,13,165
2024-01-29,C,14,202
2024-01-29,C,15,186
2024-01-29,C,16,325
2024-01-29,C,17,320
2024-01-29,C,18,425
2024-01-29,C,19,379
2024-01-29,C,20,136
2024-01-29,C,21,163
2024-01-29,C,22,168
2024-01-29,D,6,150
2024-01-29,D,7,305
2024-01-29,D,8,352
2024-01-29,D,9,330
2024-01-29,D,10,164
2024-01-29,D,11,280
2024-01-29,D,12,173
2024-01-29,D,13,182
2024-01-29,D,14,229
2024-01-29,D,15,182
2024-01-29,D,16,273
2024-01-29,D,17,309
2024-01-29,D,18,400
2024-01-29,D,19,300
2024-01-29,D,20,163
2024-01-29,D,21,216
2024-01-29,D,22,187
2024-01-29,E,6,309
2024-01-29,E,7,328
2024-01-29,E,8,429
2024-01-29,E,9,406
2024-01-29,E,10,184
2024-01-29,E,11,199
2024-01-29,E,12,158
2024-01-29,E,13,178
2024-01-29,E,14,184
2024-01-29,E,15,206
2024-01-29,E,16,263
2024-01-29,E,17,332
2024-01-29,E,18,314
2024-01-29,E,19,335
2024-01-29,E,20,221
2024-01-29,E,21,190
2024-01-29,E,22,219
2024-01-29,F,6,196
2024-01-29,F,7,389
2024-01-29,F,8,372
2024-01-29,F,9,367
2024-01-29,F,10,195
2024-01-29,F,11,251
2024-01-29,F,12,216
2024-01-29,F,13,147
2024-01-29,F,14,181
2024-01-29,F,15,190
2024-01-29,F,16,319
2024-01-29,F,17,327
2024-01-29,F,18,282
2024-01-29,F,19,317
2024-01-29,F,20,187
2024-01-29,F,21,243
2024-01-29,F,22,160
2024-01-30,A,6,199
2024-01-30,A,7,332
2024-01-30,A,8,434
2024-01-30,A,9,410
2024-01-30,A,10,134
2024-01-30,A,11,168
2024-01-30,A,12,234
2024-01-30,A,13,218
2024-01-30,A,14,217
2024-01-30,A,15,207
2024-01-30,A,16,358
2024-01-30,A,17,351
2024-01-30,A,18,308
2024-01-30,A,19,272
2024-01-30,A,20,132
2024-01-30,A,21,195
2024-01-30,A,22,126
2024-01-30,B,6,210
2024-01-30,B,7,347
2024-01-30,B,8,437
2024-01-30,B,9,373
2024-01-30,B,10,198
2024-01-30,B,11,135
2024-01-30,B,12,149
2024-01-30,B,13,227
2024-01-30,B,14,187
2024-01-30,B,15,301
2024-01-30,B,16,316
2024-01-30,B,17,326
2024-01-30,B,18,267
2024-01-30,B,19,357
2024-01-30,B,20,162
2024-01-30,B,21,220
2024-01-30,B,22,232
2024-01-30,C,6,203
2024-01-30,C,7,430
2024-01-30,C,8,335
2024-01-30,C,9,427
2024-01-30,C,10,149
2024-01-30,C,11,231
2024-01-30,C,12,194
2024-01-30,C,13,171
2024-01-30,C,14,133
2024-01-30,C,15,189
2024-01-30,C,16,307
2024-01-30,C,17,326
2024-01-30,C,18,348
2024-01-30,C,19,287
2024-01-30,C,20,270
2024-01-30,C,21,178
2024-01-30,C,22,224
2024-01-30,D,6,203
2024-01-30,D,7,352
2024-01-30,D,8,361
2024-01-30,D,9,322
2024-01-30,D,10,184
2024-01-30,D,11,146
2024-01-30,D,12,178
2024-01-30,D,13,181
2024-01-30,D,14,233
2024-01-30,D,15,186
2024-01-30,D,16,302
2024-01-30,D,17,328
2024-01-30,D,18,327
2024-01-30,D,19,296
2024-01-30,D,20,215
2024-01-30,D,21,192
2024-01-30,D,22,176
2024-01-30,E,6,180
2024-01-30,E,7,397
2024-01-30,E,8,341
2024-01-30,E,9,370
2024-01-30,E,10,148
2024-01-30,E,11,244
2024-01-30,E,12,176
2024-01-30,E,13,216
2024-01-30,E,14,189
2024-01-30,E,15,215
2024-01-30,E,16,337
2024-01-30,E,17,314
2024-01-30,E,18,245
2024-01-30,E,19,363
2024-01-30,E,20,194
2024-01-30,E,21,214
2024-01-30,E,22,227
2024-01-30,F,6,181
2024-01-30,F,7,380
2024-01-30,F,8,330
2024-01-30,F,9,375
2024-01-30,F,10,200
2024-01-30,F,11,183
2024-01-30,F,12,201
2024-01-30,F,13,157
2024-01-30,F,14,212
2024-01-30,F,15,216
2024-01-30,F,16,333
2024-01-30,F,17,380
2024-01-30,F,18,316
2024-01-30,F,19,318
2024-01-30,F,20,153
2024-01-30,F,21,262
2024-01-30,F,22,140
2024-01-31,A,6,209
2024-01-31,A,7,335
2024-01-31,A,8,362
2024-01-31,A,9,307
2024-01-31,A,10,235
2024-01-31,A,11,161
2024-01-31,A,12,246
2024-01-31,A,13,162
2024-01-31,A,14,239
2024-01-31,A,15,166
2024-01-31,A,16,295
2024-01-31,A,17,319
2024-01-31,A,18,286
2024-01-31,A,19,284
2024-01-31,A,20,166
2024-01-31,A,21,212
2024-01-31,A,22,199
2024-01-31,B,6,202
2024-01-31,B,7,347
2024-01-31,B,8,381
2024-01-31,B,9,402
2024-01-31,B,10,223
2024-01-31,B,11,191
2024-01-31,B,12,151
2024-01-31,B,13,120
2024-01-31,B,14,197
2024-01-31,B,15,120
2024-01-31,B,16,312
2024-01-31,B,17,376
2024-01-31,B,18,273
2024-01-31,B,19,268
2024-01-31,B,20,225
2024-01-31,B,21,87
2024-01-31,B,22,215
2024-01-31,C,6,258
2024-01-31,C,7,325
2024-01-31,C,8,318
2024-01-31,C,9,383
2024-01-31,C,10,153
2024-01-31,C,11,232
2024-01-31,C,12,156
2024-01-31,C,13,270
2024-01-31,C,14,226
2024-01-31,C,15,201
2024-01-31,C,16,388
2024-01-31,C,17,361
2024-01-31,C,18,334
2024-01-31,C,19,245
2024-01-31,C,20,171
2024-01-31,C,21,243
2024-01-31,C,22,147
2024-01-31,D,6,169
2024-01-31,D,7,319
2024-01-31,D,8,376
2024-01-31,D,9,398
2024-01-31,D,10,238
2024-01-31,D,11,165
2024-01-31,D,12,215
2024-01-31,D,13,164
2024-01-31,D,14,191
2024-01-31,D,15,220
2024-01-31,D,16,362
2024-01-31,D,17,234
2024-01-31,D,18,323
2024-01-31,D,19,376
2024-01-31,D,20,209
2024-01-31,D,21,203
2024-01-31,D,22,177
2024-01-31,E,6,255
2024-01-31,E,7,339
2024-01-31,E,8,355
2024-01-31,E,9,341
2024-01-31,E,10,204
2024-01-31,E,11,257
2024-01-31,E,12,163
2024-01-31,E,13,204
2024-01-31,E,14,215
2024-01-31,E,15,167
2024-01-31,E,16,317
2024-01-31,E,17,394
2024-01-31,E,18,249
2024-01-31,E,19,303
2024-01-31,E,20,210
2024-01-31,E,21,184
2024-01-31,E,22,315
2024-01-31,F,6,221
2024-01-31,F,7,318
2024-01-31,F,8,266
2024-01-31,F,9,373
2024-01-31,F,10,169
2024-01-31,F,11,251
2024-01-31,F,12,189
2024-01-31,F,13,177
2024-01-31,F,14,176
2024-01-31,F,15,239
2024-01-31,F,16,336
2024-01-31,F,17,390
2024-01-31,F,18,311
2024-01-31,F,19,354
2024-01-31,F,20,235
2024-01-31,F,21,226
2024-01-31,F,22,179
2024-02-01,A,6,218
2024-02-01,A,7,356
2024-02-01,A,8,355
2024-02-01,A,9,327
2024-02-01,A,10,115
2024-02-01,A,11,249
2024-02-01,A,12,217
2024-02-01,A,13,146
2024-02-01,A,14,228
2024-02-01,A,15,250
2024-02-01,A,16,351
2024-02-01,A,17,284
2024-02-01,A,18,290
2024-02-01,A,19,298
2024-02-01,A,20,234
2024-02-01,A,21,219
2024-02-01,A,22,311
2024-02-01,B,6,134
2024-02-01,B,7,357
2024-02-01,B,8,282
2024-02-01,B,9,383
2024-02-01,B,10,242
2024-02-01,B,11,257
2024-02-01,B,12,207
2024-02-01,B,13,123
2024-02-01,B,14,197
2024-02-01,B,15,217
2024-02-01,B,16,279
2024-02-01,B,17,309
2024-02-01,B,18,268
2024-02-01,B,19,295
2024-02-01,B,20,236
2024-02-01,B,21,227
2024-02-01,B,22,144
2024-02-01,C,6,171
2024-02-01,C,7,362
2024-02-01,C,8,369
2024-02-01,C,9,333
2024-02-01,C,10,219
2024-02-01,C,11,198
2024-02-01,C,12,96
2024-02-01,C,13,177
2024-02-01,C,14,175
2024-02-01,C,15,227
2024-02-01,C,16,347
2024-02-01,C,17,253
2024-02-01,C,18,337
2024-02-01,C,19,317
2024-02-01,C,20,205
2024-02-01,C,21,175
2024-02-01,C,22,197
2024-02-01,D,6,246
2024-02-01,D,7,364
2024-02-01,D,8,358
2024-02-01,D,9,340
2024-02-01,D,10,242
2024-02-01,D,11,148
2024-02-01,D,12,167
2024-02-01,D,13,146
2024-02-01,D,14,208
2024-02-01,D,15,247
2024-02-01,D,16,306
2024-02-01,D,17,277
2024-02-01,D,18,385
2024-02-01,D,19,338
2024-02-01,D,20,211
2024-02-01,D,21,192
2024-02-01,D,22,226
2024-02-01,E,6,210
2024-02-01,E,7,340
2024-02-01,E,8,347
2024-02-01,E,9,319
2024-02-01,E,10,154
2024-02-01,E,11,188
2024-02-01,E,12,246
2024-02-01,E,13,158
2024-02-01,E,14,233
2024-02-01,E,15,168
2024-02-01,E,16,248
2024-02-01,E,17,341
2024-02-01,E,18,385
2024-02-01,E,19,285
2024-02-01,E,20,137
2024-02-01,E,21,218
2024-02-01,E,22,163
2024-02-01,F,6,221
2024-02-01,F,7,406
2024-02-01,F,8,373
2024-02-01,F,9,392
2024-02-01,F,10,232
2024-02-01,F,11,239
2024-02-01,F,12,201
2024-02-01,F,13,231
2024-02-01,F,14,206
2024-02-01,F,15,215
2024-02-01,F,16,442
2024-02-01,F,17,329
2024-02-01,F,18,260
2024-02-01,F,19,312
2024-02-01,F,20,187
2024-02-01,F,21,189
2024-02-01,F,22,238
2024-02-02,A,6,245
2024-02-02,A,7,355
2024-02-02,A,8,304
2024-02-02,A,9,363
2024-02-02,A,10,178
2024-02-02,A,11,208
2024-02-02,A,12,195
2024-02-02,A,13,248
2024-02-02,A,14,210
2024-02-02,A,15,178
2024-02-02,A,16,264
2024-02-02,A,17,318
2024-02-02,A,18,318
2024-02-02,A,19,309
2024-02-02,A,20,231
2024-02-02,A,21,144
2024-02-02,A,22,169
2024-02-02,B,6,202
2024-02-02,B,7,337
2024-02-02,B,8,345
2024-02-02,B,9,357
2024-02-02,B,10,227
2024-02-02,B,11,195
2024-02-02,B,12,121
2024-02-02,B,13,175
2024-02-02,B,14,219
2024-02-02,B,15,230
2024-02-02,B,16,352
2024-02-02,B,17,364
2024-02-02,B,18,324
2024-02-02,B,19,330
2024-02-02,B,20,159
2024-02-02,B,21,113
2024-02-02,B,22,143
2024-02-02,C,6,171
2024-02-02,C,7,305
2024-02-02,C,8,348
2024-02-02,C,9,341
2024-02-02,C,10,237
2024-02-02,C,11,161
2024-02-02,C,12,205
2024-02-02,C,13,183
2024-02-02,C,14,159
2024-02-02,C,15,170
2024-02-02,C,16,237
2024-02-02,C,17,349
2024-02-02,C,18,376
2024-02-02,C,19,309
2024-02-02,C,20,201
2024-02-02,C,21,188
2024-02-02,C,22,167
2024-02-02,D,6,228
2024-02-02,D,7,372
2024-02-02,D,8,243
2024-02-02,D,9,318
2024-02-02,D,10,117
2024-02-02,D,11,262
2024-02-02,D,12,193
2024-02-02,D,13,209
2024-02-02,D,14,185
2024-02-02,D,15,244
2024-02-02,D,16,354
2024-02-02,D,17,311
2024-02-02,D,18,388
2024-02-02,D,19,327
2024-02-02,D,20,141
2024-02-02,D,21,204
2024-02-02,D,22,220
2024-02-02,E,6,194
2024-02-02,E,7,343
2024-02-02,E,8,430
2024-02-02,E,9,312
2024-02-02,E,10,89
2024-02-02,E,11,264
2024-02-02,E,12,150
2024-02-02,E,13,188
2024-02-02,E,14,184
2024-02-02,E,15,249
2024-02-02,E,16,377
2024-02-02,E,17,268
2024-02-02,E,18,374
2024-02-02,E,19,373
2024-02-02,E,20,200
2024-02-02,E,21,237
2024-02-02,E,22,241
2024-02-02,F,6,189
2024-02-02,F,7,353
2024-02-02,F,8,383
2024-02-02,F,9,294
2024-02-02,F,10,185
2024-02-02,F,11,151
2024-02-02,F,12,256
2024-02-02,F,13,185
2024-02-02,F,14,211
2024-02-02,F,15,191
2024-02-02,F,16,308
2024-02-02,F,17,328
2024-02-02,F,18,290
2024-02-02,F,19,312
2024-02-02,F,20,191
