date,terminal,hour,wait_time_minutes
2024-01-22,C,15,15.2
2024-01-22,C,16,33.6
2024-01-22,C,17,35.8
2024-01-22,C,18,38.1
2024-01-22,C,19,33.5
2024-01-22,C,20,12.9
2024-01-22,C,21,19.2
2024-01-22,C,22,12.1
2024-01-22,D,6,16.3
2024-01-22,D,7,45.2
2024-01-22,D,8,37.2
2024-01-22,D,9,35.0
2024-01-22,D,10,22.4
2024-01-22,D,11,16.0
2024-01-22,D,12,29.0
2024-01-22,D,13,16.2
2024-01-22,D,14,16.4
2024-01-22,D,15,9.7
2024-01-22,D,16,23.8
2024-01-22,D,17,39.2
2024-01-22,D,18,42.5
2024-01-22,D,19,38.2
2024-01-22,D,20,21.1
2024-01-22,D,21,16.8
2024-01-22,D,22,14.9
2024-01-22,E,6,6.9
2024-01-22,E,7,30.5
2024-01-22,E,8,39.8
2024-01-22,E,9,35.7
2024-01-22,E,10,12.1
2024-01-22,E,11,18.6
2024-01-22,E,12,13.6
2024-01-22,E,13,20.4
2024-01-22,E,14,17.7
2024-01-22,E,15,21.6
2024-01-22,E,16,38.0
2024-01-22,E,17,35.1
2024-01-22,E,18,33.1
2024-01-22,E,19,25.9
2024-01-22,E,20,22.2
2024-01-22,E,21,17.0
2024-01-22,E,22,16.2
2024-01-22,F,6,20.0
2024-01-22,F,7,52.6
2024-01-22,F,8,41.8
2024-01-22,F,9,36.3
2024-01-22,F,10,17.1
2024-01-22,F,11,13.0
2024-01-22,F,12,23.4
2024-01-22,F,13,14.4
2024-01-22,F,14,10.9
2024-01-22,F,15,13.6
2024-01-22,F,16,33.7
2024-01-22,F,17,29.1
2024-01-22,F,18,31.0
2024-01-22,F,19,46.8
2024-01-22,F,20,14.8
2024-01-22,F,21,11.2
2024-01-22,F,22,11.5
2024-01-23,A,6,20.6
2024-01-23,A,7,31.0
2024-01-23,A,8,33.5
2024-01-23,A,9,42.3
2024-01-23,A,10,10.6
2024-01-23,A,11,13.8
2024-01-23,A,12,13.7
2024-01-23,A,13,20.9
2024-01-23,A,14,17.0
2024-01-23,A,15,17.3
2024-01-23,A,16,43.1
2024-01-23,A,17,57.0
2024-01-23,A,18,28.3
2024-01-23,A,19,41.0
2024-01-23,A,20,12.7
2024-01-23,A,21,18.6
2024-01-23,A,22,20.7
2024-01-23,B,6,9.2
2024-01-23,B,7,47.1
2024-01-23,B,8,42.5
2024-01-23,B,9,43.3
2024-01-23,B,10,10.9
2024-01-23,B,11,20.7
2024-01-23,B,12,16.0
2024-01-23,B,13,18.5
2024-01-23,B,14,18.4
2024-01-23,B,15,25.9
2024-01-23,B,16,30.2
2024-01-23,B,17,33.1
2024-01-23,B,18,33.4
2024-01-23,B,19,36.9
2024-01-23,B,20,18.9
2024-01-23,B,21,17.6
2024-01-23,B,22,15.5
2024-01-23,C,6,20.4
2024-01-23,C,7,34.5
2024-01-23,C,8,36.5
2024-01-23,C,9,43.9
2024-01-23,C,10,13.1
2024-01-23,C,11,16.5
2024-01-23,C,12,22.8
2024-01-23,C,13,15.8
2024-01-23,C,14,13.4
2024-01-23,C,15,13.8
2024-01-23,C,16,33.9
2024-01-23,C,17,32.7
2024-01-23,C,18,29.4
2024-01-23,C,19,36.9
2024-01-23,C,20,16.9
2024-01-23,C,21,14.6
2024-01-23,C,22,13.1
2024-01-23,D,6,12.5
2024-01-23,D,7,55.0
2024-01-23,D,8,48.5
2024-01-23,D,9,45.6
2024-01-23,D,10,17.7
2024-01-23,D,11,12.3
2024-01-23,D,12,15.4
2024-01-23,D,13,24.1
2024-01-23,D,14,13.7
2024-01-23,D,15,12.5
2024-01-23,D,16,31.4
2024-01-23,D,17,34.9
2024-01-23,D,18,32.0
2024-01-23,D,19,33.0
2024-01-23,D,20,16.4
2024-01-23,D,21,14.5
2024-01-23,D,22,11.9
2024-01-23,E,6,14.0
2024-01-23,E,7,37.4
2024-01-23,E,8,48.8
2024-01-23,E,9,44.4
2024-01-23,E,10,20.8
2024-01-23,E,11,11.7
2024-01-23,E,12,17.1
2024-01-23,E,13,15.6
2024-01-23,E,14,11.6
2024-01-23,E,15,16.4
2024-01-23,E,16,37.7
2024-01-23,E,17,32.1
2024-01-23,E,18,27.0
2024-01-23,E,19,41.1
2024-01-23,E,20,18.6
2024-01-23,E,21,12.5
2024-01-23,E,22,9.7
2024-01-23,F,6,10.6
2024-01-23,F,7,46.0
2024-01-23,F,8,42.4
2024-01-23,F,9,34.3
2024-01-23,F,10,13.1
2024-01-23,F,11,11.7
2024-01-23,F,12,15.0
2024-01-23,F,13,19.2
2024-01-23,F,14,15.9
2024-01-23,F,15,19.3
2024-01-23,F,16,44.7
2024-01-23,F,17,40.5
2024-01-23,F,18,40.2
2024-01-23,F,19,37.3
2024-01-23,F,20,18.6
2024-01-23,F,21,14.3
2024-01-23,F,22,12.8
2024-01-24,A,6,12.5
2024-01-24,A,7,30.6
2024-01-24,A,8,39.0
2024-01-24,A,9,34.1
2024-01-24,A,10,11.8
2024-01-24,A,11,18.1
2024-01-24,A,12,14.1
2024-01-24,A,13,15.0
2024-01-24,A,14,19.3
2024-01-24,A,15,21.9
2024-01-24,A,16,31.1
2024-01-24,A,17,35.5
2024-01-24,A,18,25.8
2024-01-24,A,19,35.8
2024-01-24,A,20,20.8
2024-01-24,A,21,21.8
2024-01-24,A,22,17.6
2024-01-24,B,6,19.7
2024-01-24,B,7,36.8
2024-01-24,B,8,45.2
2024-01-24,B,9,49.6
2024-01-24,B,10,12.6
2024-01-24,B,11,11.3
2024-01-24,B,12,12.7
2024-01-24,B,13,14.6
2024-01-24,B,14,10.6
2024-01-24,B,15,15.0
2024-01-24,B,16,37.3
2024-01-24,B,17,39.2
2024-01-24,B,18,32.9
2024-01-24,B,19,29.9
2024-01-24,B,20,17.2
2024-01-24,B,21,16.1
2024-01-24,B,22,17.4
2024-01-24,C,6,12.7
2024-01-24,C,7,51.4
2024-01-24,C,8,26.4
2024-01-24,C,9,35.4
2024-01-24,C,10,15.7
2024-01-24,C,11,19.1
2024-01-24,C,12,20.8
2024-01-24,C,13,20.1
2024-01-24,C,14,15.9
2024-01-24,C,15,15.0
2024-01-24,C,16,29.4
2024-01-24,C,17,34.5
2024-01-24,C,18,36.2
2024-01-24,C,19,43.6
2024-01-24,C,20,19.2
2024-01-24,C,21,15.8
2024-01-24,C,22,10.5
2024-01-24,D,6,14.1
2024-01-24,D,7,49.0
2024-01-24,D,8,42.8
2024-01-24,D,9,34.9
2024-01-24,D,10,12.0
2024-01-24,D,11,22.4
2024-01-24,D,12,19.2
2024-01-24,D,13,15.3
2024-01-24,D,14,19.5
2024-01-24,D,15,21.3
2024-01-24,D,16,29.2
2024-01-24,D,17,36.9
2024-01-24,D,18,40.4
2024-01-24,D,19,36.3
2024-01-24,D,20,22.3
2024-01-24,D,21,15.5
2024-01-24,D,22,18.0
2024-01-24,E,6,11.1
2024-01-24,E,7,31.1
2024-01-24,E,8,43.0
2024-01-24,E,9,48.2
2024-01-24,E,10,19.3
2024-01-24,E,11,15.7
2024-01-24,E,12,9.4
2024-01-24,E,13,16.0
2024-01-24,E,14,13.5
2024-01-24,E,15,17.4
2024-01-24,E,16,34.9
2024-01-24,E,17,34.1
2024-01-24,E,18,36.9
2024-01-24,E,19,34.6
2024-01-24,E,20,14.1
2024-01-24,E,21,18.9
2024-01-24,E,22,20.9
2024-01-24,F,6,17.6
2024-01-24,F,7,37.0
2024-01-24,F,8,31.1
2024-01-24,F,9,42.9
2024-01-24,F,10,10.8
2024-01-24,F,11,22.5
2024-01-24,F,12,16.3
2024-01-24,F,13,9.4
2024-01-24,F,14,15.4
2024-01-24,F,15,20.6
2024-01-24,F,16,34.3
2024-01-24,F,17,34.9
2024-01-24,F,18,33.3
2024-01-24,F,19,29.8
2024-01-24,F,20,23.8
2024-01-24,F,21,17.4
2024-01-24,F,22,20.7
2024-01-25,A,6,25.9
2024-01-25,A,7,49.5
2024-01-25,A,8,50.0
2024-01-25,A,9,55.8
2024-01-25,A,10,14.1
2024-01-25,A,11,21.0
2024-01-25,A,12,26.5
2024-01-25,A,13,24.6
2024-01-25,A,14,19.3
2024-01-25,A,15,21.2
2024-01-25,A,16,43.5
2024-01-25,A,17,30.6
2024-01-25,A,18,54.1
2024-01-25,A,19,53.4
2024-01-25,A,20,17.1
2024-01-25,A,21,16.8
2024-01-25,A,22,21.7
2024-01-25,B,6,20.3
2024-01-25,B,7,48.8
2024-01-25,B,8,52.4
2024-01-25,B,9,41.7
2024-01-25,B,10,31.7
2024-01-25,B,11,23.5
2024-01-25,B,12,22.8
2024-01-25,B,13,24.2
2024-01-25,B,14,11.6
2024-01-25,B,15,24.5
2024-01-25,B,16,52.8
2024-01-25,B,17,57.9
2024-01-25,B,18,59.6
2024-01-25,B,19,60.2
2024-01-25,B,20,17.8
2024-01-25,B,21,20.0
2024-01-25,B,22,29.6
2024-01-25,C,6,12.5
2024-01-25,C,7,58.2
2024-01-25,C,8,57.6
2024-01-25,C,9,35.2
2024-01-25,C,10,20.8
2024-01-25,C,11,22.5
2024-01-25,C,12,15.1
2024-01-25,C,13,15.7
2024-01-25,C,14,27.6
2024-01-25,C,15,27.9
2024-01-25,C,16,40.0
2024-01-25,C,17,28.0
2024-01-25,C,18,51.3
2024-01-25,C,19,76.0
2024-01-25,C,20,22.1
2024-01-25,C,21,16.4
2024-01-25,C,22,17.6
2024-01-25,D,6,21.8
2024-01-25,D,7,58.5
2024-01-25,D,8,56.9
2024-01-25,D,9,47.6
2024-01-25,D,10,19.5
2024-01-25,D,11,18.2
2024-01-25,D,12,12.8
2024-01-25,D,13,29.6
2024-01-25,D,14,20.7
2024-01-25,D,15,27.8
2024-01-25,D,16,43.0
2024-01-25,D,17,48.8
2024-01-25,D,18,49.0
2024-01-25,D,19,47.7
2024-01-25,D,20,20.5
2024-01-25,D,21,21.4
2024-01-25,D,22,21.0
2024-01-25,E,6,17.9
2024-01-25,E,7,37.3
2024-01-25,E,8,60.4
2024-01-25,E,9,61.1
2024-01-25,E,10,13.4
2024-01-25,E,11,30.9
2024-01-25,E,12,26.6
2024-01-25,E,13,12.2
2024-01-25,E,14,20.1
2024-01-25,E,15,22.6
2024-01-25,E,16,49.1
2024-01-25,E,17,41.8
2024-01-25,E,18,35.8
2024-01-25,E,19,60.9
2024-01-25,E,20,15.2
2024-01-25,E,21,10.9
2024-01-25,E,22,13.0
2024-01-25,F,6,22.1
2024-01-25,F,7,43.7
2024-01-25,F,8,40.4
2024-01-25,F,9,68.2
2024-01-25,F,10,20.5
2024-01-25,F,11,8.9
2024-01-25,F,12,21.5
2024-01-25,F,13,11.6
2024-01-25,F,14,12.5
2024-01-25,F,15,20.7
2024-01-25,F,16,42.7
2024-01-25,F,17,56.4
2024-01-25,F,18,54.6
2024-01-25,F,19,59.3
2024-01-25,F,20,14.5
2024-01-25,F,21,15.6
2024-01-25,F,22,24.1
2024-01-26,A,6,25.5
2024-01-26,A,7,41.0
2024-01-26,A,8,46.3
2024-01-26,A,9,46.7
2024-01-26,A,10,19.0
2024-01-26,A,11,13.7
2024-01-26,A,12,11.0
2024-01-26,A,13,11.6
2024-01-26,A,14,17.8
2024-01-26,A,15,10.0
2024-01-26,A,16,38.5
2024-01-26,A,17,38.8
2024-01-26,A,18,52.5
2024-01-26,A,19,36.0
2024-01-26,A,20,13.7
2024-01-26,A,21,16.4
2024-01-26,A,22,14.1
2024-01-26,B,6,12.5
2024-01-26,B,7,35.9
2024-01-26,B,8,45.8
2024-01-26,B,9,41.1
2024-01-26,B,10,16.0
2024-01-26,B,11,10.2
2024-01-26,B,12,18.1
2024-01-26,B,13,13.9
2024-01-26,B,14,5.0
2024-01-26,B,15,18.6
2024-01-26,B,16,36.9
2024-01-26,B,17,27.0
2024-01-26,B,18,31.8
2024-01-26,B,19,27.4
2024-01-26,B,20,12.9
2024-01-26,B,21,23.1
2024-01-26,B,22,15.6
2024-01-26,C,6,15.1
2024-01-26,C,7,59.1
2024-01-26,C,8,49.0
2024-01-26,C,9,38.8
2024-01-26,C,10,10.5
2024-01-26,C,11,25.9
2024-01-26,C,12,15.4
2024-01-26,C,13,16.5
2024-01-26,C,14,14.1
2024-01-26,C,15,16.0
2024-01-26,C,16,41.6
2024-01-26,C,17,25.5
2024-01-26,C,18,36.9
2024-01-26,C,19,38.7
2024-01-26,C,20,27.9
2024-01-26,C,21,23.7
2024-01-26,C,22,6.2
2024-01-26,D,6,11.1
2024-01-26,D,7,25.9
2024-01-26,D,8,38.9
2024-01-26,D,9,33.2
2024-01-26,D,10,19.0
2024-01-26,D,11,14.1
2024-01-26,D,12,20.2
2024-01-26,D,13,15.4
2024-01-26,D,14,15.5
2024-01-26,D,15,20.5
2024-01-26,D,16,44.2
2024-01-26,D,17,28.7
2024-01-26,D,18,31.4
2024-01-26,D,19,38.6
2024-01-26,D,20,21.9
2024-01-26,D,21,15.9
2024-01-26,D,22,18.5
2024-01-26,E,6,18.9
2024-01-26,E,7,42.3
2024-01-26,E,8,50.2
2024-01-26,E,9,31.4
2024-01-26,E,10,22.4
2024-01-26,E,11,17.5
2024-01-26,E,12,18.5
2024-01-26,E,13,16.4
2024-01-26,E,14,16.5
2024-01-26,E,15,20.1
2024-01-26,E,16,49.1
2024-01-26,E,17,37.7
2024-01-26,E,18,34.1
2024-01-26,E,19,44.2
2024-01-26,E,20,18.7
2024-01-26,E,21,14.3
2024-01-26,E,22,12.1
2024-01-26,F,6,9.1
2024-01-26,F,7,39.0
2024-01-26,F,8,29.7
2024-01-26,F,9,46.6
2024-01-26,F,10,20.0
2024-01-26,F,11,22.1
2024-01-26,F,12,14.4
2024-01-26,F,13,14.8
2024-01-26,F,14,25.4
2024-01-26,F,15,11.6
2024-01-26,F,16,26.8
2024-01-26,F,17,52.1
2024-01-26,F,18,41.2
2024-01-26,F,19,34.3
2024-01-26,F,20,14.4
2024-01-26,F,21,16.7
2024-01-26,F,22,15.8
2024-01-27,A,6,21.7
2024-01-27,A,7,57.3
2024-01-27,A,8,44.1
2024-01-27,A,9,44.7
2024-01-27,A,10,14.3
2024-01-27,A,11,20.8
2024-01-27,A,12,17.9
2024-01-27,A,13,26.4
2024-01-27,A,14,24.3
2024-01-27,A,15,17.8
2024-01-27,A,16,56.4
2024-01-27,A,17,39.6
2024-01-27,A,18,41.7
2024-01-27,A,19,44.9
2024-01-27,A,20,24.7
2024-01-27,A,21,20.6
2024-01-27,A,22,16.5
2024-01-27,B,6,13.6
2024-01-27,B,7,39.6
2024-01-27,B,8,35.0
2024-01-27,B,9,68.5
2024-01-27,B,10,17.8
2024-01-27,B,11,22.3
2024-01-27,B,12,20.8
2024-01-27,B,13,26.1
2024-01-27,B,14,22.0
2024-01-27,B,15,24.4
2024-01-27,B,16,51.5
2024-01-27,B,17,44.7
2024-01-27,B,18,46.3
2024-01-27,B,19,49.6
2024-01-27,B,20,23.4
2024-01-27,B,21,24.8
2024-01-27,B,22,20.6
2024-01-27,C,6,23.8
2024-01-27,C,7,51.3
2024-01-27,C,8,50.3
2024-01-27,C,9,53.9
2024-01-27,C,10,17.0
2024-01-27,C,11,20.8
2024-01-27,C,12,19.6
2024-01-27,C,13,19.2
2024-01-27,C,14,29.5
2024-01-27,C,15,25.4
2024-01-27,C,16,61.1
2024-01-27,C,17,39.8
2024-01-27,C,18,47.8
2024-01-27,C,19,63.0
2024-01-27,C,20,14.7
2024-01-27,C,21,18.1
2024-01-27,C,22,25.4
2024-01-27,D,6,22.5
2024-01-27,D,7,44.5
2024-01-27,D,8,42.6
2024-01-27,D,9,55.8
2024-01-27,D,10,14.9
2024-01-27,D,11,15.6
2024-01-27,D,12,20.6
2024-01-27,D,13,21.5
2024-01-27,D,14,15.5
2024-01-27,D,15,23.8
2024-01-27,D,16,36.5
2024-01-27,D,17,44.0
2024-01-27,D,18,45.2
2024-01-27,D,19,45.5
2024-01-27,D,20,18.6
2024-01-27,D,21,21.7
2024-01-27,D,22,15.1
2024-01-27,E,6,21.4
2024-01-27,E,7,42.3
2024-01-27,E,8,51.1
2024-01-27,E,9,45.4
2024-01-27,E,10,20.8
2024-01-27,E,11,23.6
2024-01-27,E,12,21.2
2024-01-27,E,13,16.8
2024-01-27,E,14,28.1
2024-01-27,E,15,22.0
2024-01-27,E,16,34.1
2024-01-27,E,17,40.3
2024-01-27,E,18,41.5
2024-01-27,E,19,39.3
2024-01-27,E,20,13.6
2024-01-27,E,21,25.9
2024-01-27,E,22,26.2
2024-01-27,F,6,17.7
2024-01-27,F,7,39.7
2024-01-27,F,8,49.7
2024-01-27,F,9,74.9
2024-01-27,F,10,21.4
2024-01-27,F,11,14.4
2024-01-27,F,12,24.5
2024-01-27,F,13,26.2
2024-01-27,F,14,31.1
2024-01-27,F,15,14.9
2024-01-27,F,16,39.6
2024-01-27,F,17,48.8
2024-01-27,F,18,47.3
2024-01-27,F,19,50.6
2024-01-27,F,20,20.4
2024-01-27,F,21,15.5
2024-01-27,F,22,22.5
2024-01-28,A,6,22.5
2024-01-28,A,7,53.8
2024-01-28,A,8,42.7
2024-01-28,A,9,55.9
2024-01-28,A,10,19.1
2024-01-28,A,11,24.0
2024-01-28,A,12,17.1
2024-01-28,A,13,20.2
2024-01-28,A,14,28.2
2024-01-28,A,15,19.8
2024-01-28,A,16,50.1
2024-01-28,A,17,28.7
2024-01-28,A,18,46.1
2024-01-28,A,19,49.0
2024-01-28,A,20,22.5
2024-01-28,A,21,18.7
2024-01-28,A,22,15.6
2024-01-28,B,6,17.6
2024-01-28,B,7,66.6
2024-01-28,B,8,43.8
2024-01-28,B,9,48.4
2024-01-28,B,10,21.3
2024-01-28,B,11,13.6
2024-01-28,B,12,16.3
2024-01-28,B,13,24.6
2024-01-28,B,14,24.5
2024-01-28,B,15,21.4
2024-01-28,B,16,27.7
2024-01-28,B,17,42.1
2024-01-28,B,18,47.4
2024-01-28,B,19,25.5
2024-01-28,B,20,24.0
2024-01-28,B,21,21.9
2024-01-28,B,22,16.3
2024-01-28,C,6,18.2
2024-01-28,C,7,62.2
2024-01-28,C,8,89.7
2024-01-28,C,9,42.3
2024-01-28,C,10,19.8
2024-01-28,C,11,21.8
2024-01-28,C,12,22.2
2024-01-28,C,13,22.9
2024-01-28,C,14,20.7
2024-01-28,C,15,17.8
2024-01-28,C,16,39.9
2024-01-28,C,17,41.1
2024-01-28,C,18,42.9
2024-01-28,C,19,62.9
2024-01-28,C,20,17.0
2024-01-28,C,21,23.7
2024-01-28,C,22,16.2
2024-01-28,D,6,24.6
2024-01-28,D,7,48.1
2024-01-28,D,8,56.5
2024-01-28,D,9,56.4
2024-01-28,D,10,14.4
2024-01-28,D,11,23.9
2024-01-28,D,12,18.3
2024-01-28,D,13,15.6
2024-01-28,D,14,20.7
2024-01-28,D,15,18.1
2024-01-28,D,16,58.8
2024-01-28,D,17,45.8
2024-01-28,D,18,42.3
2024-01-28,D,19,36.0
2024-01-28,D,20,10.7
2024-01-28,D,21,29.3
2024-01-28,D,22,18.6
2024-01-28,E,6,18.0
2024-01-28,E,7,35.9
2024-01-28,E,8,45.5
2024-01-28,E,9,59.2
2024-01-28,E,10,19.9
2024-01-28,E,11,18.4
2024-01-28,E,12,17.2
2024-01-28,E,13,21.7
2024-01-28,E,14,28.6
2024-01-28,E,15,19.7
2024-01-28,E,16,52.2
2024-01-28,E,17,45.4
2024-01-28,E,18,42.7
2024-01-28,E,19,42.6
2024-01-28,E,20,23.5
2024-01-28,E,21,18.7
2024-01-28,E,22,20.4
2024-01-28,F,6,25.5
2024-01-28,F,7,48.3
2024-01-28,F,8,56.2
2024-01-28,F,9,50.2
2024-01-28,F,10,27.8
2024-01-28,F,11,22.6
2024-01-28,F,12,20.4
2024-01-28,F,13,23.9
2024-01-28,F,14,16.8
2024-01-28,F,15,21.5
2024-01-28,F,16,45.4
2024-01-28,F,17,46.1
2024-01-28,F,18,35.2
2024-01-28,F,19,45.1
2024-01-28,F,20,16.8
2024-01-28,F,21,19.7
2024-01-28,F,22,22.5
2024-01-29,A,6,19.3
2024-01-29,A,7,39.8
2024-01-29,A,8,44.7
2024-01-29,A,9,28.1
2024-01-29,A,10,12.2
2024-01-29,A,11,13.0
2024-01-29,A,12,16.7
2024-01-29,A,13,8.6
2024-01-29,A,14,14.7
2024-01-29,A,15,24.0
2024-01-29,A,16,40.7
2024-01-29,A,17,47.4
2024-01-29,A,18,40.8
2024-01-29,A,19,34.6
2024-01-29,A,20,15.4
2024-01-29,A,21,22.0
2024-01-29,A,22,18.8
2024-01-29,B,6,16.5
2024-01-29,B,7,49.4
2024-01-29,B,8,40.4
2024-01-29,B,9,30.6
2024-01-29,B,10,18.8
2024-01-29,B,11,19.2
2024-01-29,B,12,13.1
2024-01-29,B,13,15.3
2024-01-29,B,14,16.4
2024-01-29,B,15,12.7
2024-01-29,B,16,26.6
2024-01-29,B,17,27.8
2024-01-29,B,18,28.7
2024-01-29,B,19,32.8
2024-01-29,B,20,17.6
2024-01-29,B,21,10.8
2024-01-29,B,22,18.3
2024-01-29,C,6,21.2
2024-01-29,C,7,34.9
2024-01-29,C,8,30.1
2024-01-29,C,9,38.5
2024-01-29,C,10,16.7
2024-01-29,C,11,12.2
2024-01-29,C,12,19.2
2024-01-29,C,13,13.6
2024-01-29,C,14,12.0
2024-01-29,C,15,15.8
2024-01-29,C,16,44.8
2024-01-29,C,17,42.4
2024-01-29,C,18,46.3
2024-01-29,C,19,47.6
2024-01-29,C,20,8.1
2024-01-29,C,21,13.6
2024-01-29,C,22,12.8
2024-01-29,D,6,11.7
2024-01-29,D,7,34.7
2024-01-29,D,8,41.7
2024-01-29,D,9,28.9
2024-01-29,D,10,11.2
2024-01-29,D,11,21.5
2024-01-29,D,12,10.1
2024-01-29,D,13,14.9
2024-01-29,D,14,20.6
2024-01-29,D,15,17.6
2024-01-29,D,16,31.0
2024-01-29,D,17,44.4
2024-01-29,D,18,44.6
2024-01-29,D,19,27.3
2024-01-29,D,20,12.9
2024-01-29,D,21,16.7
2024-01-29,D,22,16.1
2024-01-29,E,6,25.7
2024-01-29,E,7,37.8
2024-01-29,E,8,55.0
2024-01-29,E,9,42.5
2024-01-29,E,10,15.9
2024-01-29,E,11,16.6
2024-01-29,E,12,12.9
2024-01-29,E,13,14.1
2024-01-29,E,14,11.9
2024-01-29,E,15,15.9
2024-01-29,E,16,28.6
2024-01-29,E,17,33.2
2024-01-29,E,18,28.0
2024-01-29,E,19,34.4
2024-01-29,E,20,16.4
2024-01-29,E,21,12.1
2024-01-29,E,22,14.0
2024-01-29,F,6,10.8
2024-01-29,F,7,45.5
2024-01-29,F,8,47.8
2024-01-29,F,9,41.2
2024-01-29,F,10,14.7
2024-01-29,F,11,15.9
2024-01-29,F,12,11.6
2024-01-29,F,13,11.7
2024-01-29,F,14,15.8
2024-01-29,F,15,13.3
2024-01-29,F,16,41.4
2024-01-29,F,17,32.8
2024-01-29,F,18,36.7
2024-01-29,F,19,31.3
2024-01-29,F,20,9.0
2024-01-29,F,21,21.3
2024-01-29,F,22,11.0
2024-01-30,A,6,12.2
2024-01-30,A,7,39.9
2024-01-30,A,8,42.1
2024-01-30,A,9,36.2
2024-01-30,A,10,12.8
2024-01-30,A,11,13.0
2024-01-30,A,12,14.7
2024-01-30,A,13,16.2
2024-01-30,A,14,22.9
2024-01-30,A,15,16.8
2024-01-30,A,16,36.2
2024-01-30,A,17,42.3
2024-01-30,A,18,32.1
2024-01-30,A,19,28.1
2024-01-30,A,20,9.5
2024-01-30,A,21,17.6
2024-01-30,A,22,10.4
2024-01-30,B,6,20.4
2024-01-30,B,7,40.7
2024-01-30,B,8,60.2
2024-01-30,B,9,45.8
2024-01-30,B,10,15.2
2024-01-30,B,11,10.6
2024-01-30,B,12,15.2
2024-01-30,B,13,21.7
2024-01-30,B,14,18.4
2024-01-30,B,15,20.4
2024-01-30,B,16,25.4
2024-01-30,B,17,31.9
2024-01-30,B,18,30.6
2024-01-30,B,19,36.1
2024-01-30,B,20,13.0
2024-01-30,B,21,16.4
2024-01-30,B,22,13.6
2024-01-30,C,6,17.3
2024-01-30,C,7,48.4
2024-01-30,C,8,45.0
2024-01-30,C,9,49.0
2024-01-30,C,10,13.3
2024-01-30,C,11,16.2
2024-01-30,C,12,16.3
2024-01-30,C,13,15.3
2024-01-30,C,14,11.5
2024-01-30,C,15,14.6
2024-01-30,C,16,36.2
2024-01-30,C,17,39.9
2024-01-30,C,18,46.0
2024-01-30,C,19,29.4
2024-01-30,C,20,18.0
2024-01-30,C,21,12.5
2024-01-30,C,22,18.3
2024-01-30,D,6,16.3
2024-01-30,D,7,43.1
2024-01-30,D,8,45.5
2024-01-30,D,9,25.9
2024-01-30,D,10,13.7
2024-01-30,D,11,12.1
2024-01-30,D,12,16.6
2024-01-30,D,13,14.4
2024-01-30,D,14,22.5
2024-01-30,D,15,16.1
2024-01-30,D,16,35.8
2024-01-30,D,17,36.1
2024-01-30,D,18,36.5
2024-01-30,D,19,34.8
2024-01-30,D,20,16.7
2024-01-30,D,21,17.9
2024-01-30,D,22,15.9
2024-01-30,E,6,17.0
2024-01-30,E,7,37.5
2024-01-30,E,8,32.0
2024-01-30,E,9,44.5
2024-01-30,E,10,11.7
2024-01-30,E,11,20.3
2024-01-30,E,12,11.7
2024-01-30,E,13,13.5
2024-01-30,E,14,15.6
2024-01-30,E,15,15.2
2024-01-30,E,16,41.8
2024-01-30,E,17,31.9
2024-01-30,E,18,23.8
2024-01-30,E,19,26.8
2024-01-30,E,20,18.4
2024-01-30,E,21,18.9
2024-01-30,E,22,14.1
2024-01-30,F,6,10.1
2024-01-30,F,7,38.7
2024-01-30,F,8,42.2
2024-01-30,F,9,38.7
2024-01-30,F,10,15.5
2024-01-30,F,11,16.8
2024-01-30,F,12,13.7
2024-01-30,F,13,11.3
2024-01-30,F,14,17.5
2024-01-30,F,15,16.6
2024-01-30,F,16,32.4
2024-01-30,F,17,47.1
2024-01-30,F,18,38.1
2024-01-30,F,19,40.1
2024-01-30,F,20,12.0
2024-01-30,F,21,15.4
2024-01-30,F,22,11.2
2024-01-31,A,6,13.8
2024-01-31,A,7,26.1
2024-01-31,A,8,38.9
2024-01-31,A,9,34.9
2024-01-31,A,10,23.3
2024-01-31,A,11,10.6
2024-01-31,A,12,21.7
2024-01-31,A,13,9.9
2024-01-31,A,14,22.8
2024-01-31,A,15,11.9
2024-01-31,A,16,31.4
2024-01-31,A,17,34.0
2024-01-31,A,18,35.7
2024-01-31,A,19,24.9
2024-01-31,A,20,12.9
2024-01-31,A,21,15.3
2024-01-31,A,22,21.2
2024-01-31,B,6,13.5
2024-01-31,B,7,23.8
2024-01-31,B,8,53.5
2024-01-31,B,9,48.3
2024-01-31,B,10,15.7
2024-01-31,B,11,15.2
2024-01-31,B,12,10.6
2024-01-31,B,13,6.8
2024-01-31,B,14,15.4
2024-01-31,B,15,9.4
2024-01-31,B,16,36.7
2024-01-31,B,17,36.0
2024-01-31,B,18,27.0
2024-01-31,B,19,28.3
2024-01-31,B,20,15.4
2024-01-31,B,21,8.1
2024-01-31,B,22,19.4
2024-01-31,C,6,19.0
2024-01-31,C,7,39.3
2024-01-31,C,8,29.0
2024-01-31,C,9,39.9
2024-01-31,C,10,14.9
2024-01-31,C,11,20.4
2024-01-31,C,12,13.0
2024-01-31,C,13,20.4
2024-01-31,C,14,18.0
2024-01-31,C,15,12.5
2024-01-31,C,16,41.3
2024-01-31,C,17,42.7
2024-01-31,C,18,37.3
2024-01-31,C,19,27.3
2024-01-31,C,20,12.3
2024-01-31,C,21,16.8
2024-01-31,C,22,10.0
2024-01-31,D,6,13.0
2024-01-31,D,7,39.7
2024-01-31,D,8,36.7
2024-01-31,D,9,44.8
2024-01-31,D,10,19.1
2024-01-31,D,11,15.0
